"Table.No"	"Sl..No..of.Polling.Station"	"X."	"X..1"	"Number.of.Valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"TOTAL.No..of.valid.votes"	"X..25"	"X..26"	"No..of.rejected.votes"	"X..27"	"X..28"	"Total.no..of.votes"	"X..29"	"X..30"	"Total.No..of.tendered.votes"	"X..31"	"X..32"	"X..33"
"1"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"13"	"141"	""	""	"24"	""	""	"9"	""	""	"15"	""	""	"16"	""	""	"262"	""	"23"	""	""	"10"	""	"10"	""	""	"38"	""	"407"	""	""	"0"	""	""	"407"	""	""	""	""	""	""
"226"	"14"	"142"	""	""	"3"	""	""	"2"	""	""	"151"	""	""	"9"	""	""	"58"	""	"2"	""	""	"3"	""	"1"	""	""	"8"	""	"237"	""	""	"0"	""	""	"237"	""	""	""	""	""	""
"227"	"Total"	""	""	""	"409"	""	""	"130"	""	""	"2023"	""	""	"235"	""	""	"1278"	""	"150"	""	""	"104"	""	"69"	""	""	"249"	""	"4647"	""	""	"0"	""	""	"4647"	""	""	""	""	""	""
"228"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"232"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"234"	"1"	"143"	""	""	"9"	""	""	"2"	""	""	"48"	""	""	"21"	""	""	"59"	""	"5"	""	""	"9"	""	"10"	""	""	"27"	""	"190"	""	""	"0"	""	""	"190"	""	""	""	""	""	""
"235"	"2"	"144"	""	""	"23"	""	""	"3"	""	""	"41"	""	""	"9"	""	""	"111"	""	"15"	""	""	"7"	""	"12"	""	""	"27"	""	"248"	""	""	"0"	""	""	"248"	""	""	""	""	""	""
"236"	"3"	"145"	""	""	"35"	""	""	"6"	""	""	"251"	""	""	"45"	""	""	"45"	""	"15"	""	""	"11"	""	"12"	""	""	"30"	""	"450"	""	""	"0"	""	""	"450"	""	""	""	""	""	""
"237"	"4"	"146"	""	""	"57"	""	""	"22"	""	""	"213"	""	""	"25"	""	""	"103"	""	"10"	""	""	"13"	""	"11"	""	""	"13"	""	"467"	""	""	"0"	""	""	"467"	""	""	""	""	""	""
"238"	"5"	"147"	""	""	"46"	""	""	"67"	""	""	"80"	""	""	"42"	""	""	"214"	""	"14"	""	""	"6"	""	"11"	""	""	"15"	""	"495"	""	""	"0"	""	""	"495"	""	""	""	""	""	""
"239"	"6"	"148"	""	""	"51"	""	""	"24"	""	""	"167"	""	""	"12"	""	""	"152"	""	"10"	""	""	"7"	""	"6"	""	""	"14"	""	"443"	""	""	"0"	""	""	"443"	""	""	""	""	""	""
"240"	"7"	"149"	""	""	"11"	""	""	"42"	""	""	"282"	""	""	"4"	""	""	"64"	""	"5"	""	""	"13"	""	"5"	""	""	"18"	""	"444"	""	""	"0"	""	""	"444"	""	""	""	""	""	""
"241"	"8"	"150"	""	""	"60"	""	""	"40"	""	""	"219"	""	""	"13"	""	""	"62"	""	"4"	""	""	"8"	""	"7"	""	""	"7"	""	"420"	""	""	"0"	""	""	"420"	""	""	""	""	""	""
"242"	"9"	"151"	""	""	"8"	""	""	"4"	""	""	"136"	""	""	"11"	""	""	"190"	""	"1"	""	""	"1"	""	"0"	""	""	"2"	""	"353"	""	""	"0"	""	""	"353"	""	""	""	""	""	""
"243"	"10"	"152"	""	""	"34"	""	""	"6"	""	""	"170"	""	""	"7"	""	""	"105"	""	"13"	""	""	"6"	""	"6"	""	""	"10"	""	"357"	""	""	"0"	""	""	"357"	""	""	""	""	""	""
"244"	"11"	"153"	""	""	"31"	""	""	"4"	""	""	"80"	""	""	"10"	""	""	"436"	""	"18"	""	""	"5"	""	"21"	""	""	"4"	""	"609"	""	""	"0"	""	""	"609"	""	""	""	""	""	""
"245"	"12"	"154"	""	""	"20"	""	""	"4"	""	""	"255"	""	""	"17"	""	""	"163"	""	"17"	""	""	"2"	""	"6"	""	""	"4"	""	"488"	""	""	"0"	""	""	"488"	""	""	""	""	""	""
"246"	"13"	"155"	""	""	"7"	""	""	"5"	""	""	"109"	""	""	"7"	""	""	"107"	""	"9"	""	""	"4"	""	"5"	""	""	"7"	""	"260"	""	""	"0"	""	""	"260"	""	""	""	""	""	""
"247"	"14"	"156"	""	""	"23"	""	""	"9"	""	""	"214"	""	""	"19"	""	""	"79"	""	"18"	""	""	"21"	""	"15"	""	""	"37"	""	"435"	""	""	"0"	""	""	"435"	""	""	""	""	""	""
"248"	"Total"	""	""	""	"415"	""	""	"238"	""	""	"2265"	""	""	"242"	""	""	"1890"	""	"154"	""	""	"113"	""	"127"	""	""	"215"	""	"5659"	""	""	"0"	""	""	"5659"	""	""	""	""	""	""
"249"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"253"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"255"	"1"	"157"	""	""	"38"	""	""	"46"	""	""	"225"	""	""	"29"	""	""	"40"	""	"2"	""	""	"39"	""	"6"	""	""	"5"	""	"430"	""	""	"0"	""	""	"430"	""	""	""	""	""	""
"256"	"2"	"158"	""	""	"55"	""	""	"4"	""	""	"111"	""	""	"13"	""	""	"93"	""	"3"	""	""	"6"	""	"6"	""	""	"9"	""	"300"	""	""	"0"	""	""	"300"	""	""	""	""	""	""
"257"	"3"	"159"	""	""	"34"	""	""	"3"	""	""	"23"	""	""	"7"	""	""	"173"	""	"14"	""	""	"10"	""	"7"	""	""	"12"	""	"283"	""	""	"0"	""	""	"283"	""	""	""	""	""	""
"258"	"4"	"160"	""	""	"28"	""	""	"5"	""	""	"64"	""	""	"6"	""	""	"119"	""	"5"	""	""	"1"	""	"13"	""	""	"13"	""	"254"	""	""	"0"	""	""	"254"	""	""	""	""	""	""
"259"	"5"	"161"	""	""	"13"	""	""	"5"	""	""	"24"	""	""	"5"	""	""	"174"	""	"2"	""	""	"2"	""	"5"	""	""	"9"	""	"239"	""	""	"0"	""	""	"239"	""	""	""	""	""	""
"260"	"6"	"162"	""	""	"192"	""	""	"43"	""	""	"51"	""	""	"10"	""	""	"37"	""	"9"	""	""	"9"	""	"11"	""	""	"10"	""	"372"	""	""	"0"	""	""	"372"	""	""	""	""	""	""
"261"	"7"	"163"	""	""	"9"	""	""	"0"	""	""	"9"	""	""	"45"	""	""	"117"	""	"3"	""	""	"1"	""	"0"	""	""	"0"	""	"184"	""	""	"0"	""	""	"184"	""	""	""	""	""	""
"262"	"8"	"164"	""	""	"79"	""	""	"8"	""	""	"37"	""	""	"24"	""	""	"141"	""	"13"	""	""	"4"	""	"7"	""	""	"7"	""	"320"	""	""	"0"	""	""	"320"	""	""	""	""	""	""
"263"	"9"	"165"	""	""	"90"	""	""	"7"	""	""	"51"	""	""	"8"	""	""	"175"	""	"12"	""	""	"3"	""	"6"	""	""	"9"	""	"361"	""	""	"0"	""	""	"361"	""	""	""	""	""	""
"264"	"10"	"166"	""	""	"39"	""	""	"7"	""	""	"154"	""	""	"18"	""	""	"103"	""	"9"	""	""	"6"	""	"6"	""	""	"16"	""	"358"	""	""	"0"	""	""	"358"	""	""	""	""	""	""
"265"	"11"	"167"	""	""	"17"	""	""	"6"	""	""	"25"	""	""	"20"	""	""	"121"	""	"12"	""	""	"4"	""	"2"	""	""	"9"	""	"216"	""	""	"0"	""	""	"216"	""	""	""	""	""	""
"266"	"12"	"168"	""	""	"16"	""	""	"3"	""	""	"32"	""	""	"13"	""	""	"38"	""	"6"	""	""	"1"	""	"2"	""	""	"6"	""	"117"	""	""	"0"	""	""	"117"	""	""	""	""	""	""
"267"	"13"	"169"	""	""	"77"	""	""	"5"	""	""	"108"	""	""	"30"	""	""	"237"	""	"10"	""	""	"2"	""	"6"	""	""	"18"	""	"493"	""	""	"0"	""	""	"493"	""	""	""	""	""	""
"268"	"14"	"170"	""	""	"59"	""	""	"13"	""	""	"58"	""	""	"25"	""	""	"126"	""	"7"	""	""	"14"	""	"12"	""	""	"16"	""	"330"	""	""	"0"	""	""	"330"	""	""	""	""	""	""
"269"	"Total"	""	""	""	"746"	""	""	"155"	""	""	"972"	""	""	"253"	""	""	"1694"	""	"107"	""	""	"102"	""	"89"	""	""	"139"	""	"4257"	""	""	"0"	""	""	"4257"	""	""	""	""	""	""
"270"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"274"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"276"	"1"	"171"	""	""	"56"	""	""	"9"	""	""	"71"	""	""	"15"	""	""	"156"	""	"16"	""	""	"4"	""	"6"	""	""	"10"	""	"343"	""	""	"0"	""	""	"343"	""	""	""	""	""	""
"277"	"2"	"172"	""	""	"30"	""	""	"8"	""	""	"75"	""	""	"15"	""	""	"283"	""	"17"	""	""	"13"	""	"8"	""	""	"17"	""	"466"	""	""	"0"	""	""	"466"	""	""	""	""	""	""
"278"	"3"	"172A"	""	""	"13"	""	""	"1"	""	""	"26"	""	""	"3"	""	""	"112"	""	"3"	""	""	"1"	""	"4"	""	""	"3"	""	"166"	""	""	"0"	""	""	"166"	""	""	""	""	""	""
"279"	"4"	"173"	""	""	"11"	""	""	"2"	""	""	"37"	""	""	"11"	""	""	"231"	""	"11"	""	""	"5"	""	"8"	""	""	"16"	""	"332"	""	""	"0"	""	""	"332"	""	""	""	""	""	""
"280"	"5"	"174"	""	""	"68"	""	""	"5"	""	""	"36"	""	""	"28"	""	""	"130"	""	"15"	""	""	"6"	""	"10"	""	""	"6"	""	"304"	""	""	"0"	""	""	"304"	""	""	""	""	""	""
"281"	"6"	"175"	""	""	"8"	""	""	"0"	""	""	"47"	""	""	"8"	""	""	"117"	""	"8"	""	""	"4"	""	"4"	""	""	"8"	""	"204"	""	""	"0"	""	""	"204"	""	""	""	""	""	""
"282"	"7"	"175A"	""	""	"38"	""	""	"3"	""	""	"25"	""	""	"14"	""	""	"162"	""	"12"	""	""	"13"	""	"10"	""	""	"9"	""	"286"	""	""	"0"	""	""	"286"	""	""	""	""	""	""
"283"	"8"	"176"	""	""	"31"	""	""	"12"	""	""	"384"	""	""	"25"	""	""	"25"	""	"6"	""	""	"7"	""	"4"	""	""	"7"	""	"501"	""	""	"0"	""	""	"501"	""	""	""	""	""	""
"284"	"9"	"177"	""	""	"45"	""	""	"3"	""	""	"34"	""	""	"16"	""	""	"139"	""	"7"	""	""	"4"	""	"2"	""	""	"11"	""	"261"	""	""	"0"	""	""	"261"	""	""	""	""	""	""
"285"	"10"	"178"	""	""	"21"	""	""	"2"	""	""	"20"	""	""	"6"	""	""	"50"	""	"6"	""	""	"3"	""	"1"	""	""	"14"	""	"123"	""	""	"0"	""	""	"123"	""	""	""	""	""	""
"286"	"11"	"179"	""	""	"7"	""	""	"6"	""	""	"44"	""	""	"10"	""	""	"98"	""	"19"	""	""	"7"	""	"7"	""	""	"19"	""	"217"	""	""	"0"	""	""	"217"	""	""	""	""	""	""
"287"	"12"	"180"	""	""	"27"	""	""	"4"	""	""	"56"	""	""	"5"	""	""	"84"	""	"15"	""	""	"2"	""	"6"	""	""	"15"	""	"214"	""	""	"0"	""	""	"214"	""	""	""	""	""	""
"288"	"13"	"180A"	""	""	"81"	""	""	"7"	""	""	"66"	""	""	"82"	""	""	"60"	""	"8"	""	""	"9"	""	"8"	""	""	"25"	""	"346"	""	""	"0"	""	""	"346"	""	""	""	""	""	""
"289"	"14"	"181"	""	""	"15"	""	""	"6"	""	""	"76"	""	""	"10"	""	""	"213"	""	"11"	""	""	"6"	""	"4"	""	""	"12"	""	"353"	""	""	"0"	""	""	"353"	""	""	""	""	""	""
"290"	"Total"	""	""	""	"451"	""	""	"68"	""	""	"997"	""	""	"248"	""	""	"1860"	""	"154"	""	""	"84"	""	"82"	""	""	"172"	""	"4116"	""	""	"0"	""	""	"4116"	""	""	""	""	""	""
"291"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"295"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"297"	"1"	"182"	""	""	"37"	""	""	"7"	""	""	"35"	""	""	"5"	""	""	"92"	""	"5"	""	""	"1"	""	"5"	""	""	"9"	""	"196"	""	""	"0"	""	""	"196"	""	""	""	""	""	""
"298"	"2"	"183"	""	""	"25"	""	""	"4"	""	""	"22"	""	""	"130"	""	""	"120"	""	"16"	""	""	"1"	""	"5"	""	""	"11"	""	"334"	""	""	"0"	""	""	"334"	""	""	""	""	""	""
"299"	"3"	"184"	""	""	"10"	""	""	"4"	""	""	"76"	""	""	"3"	""	""	"125"	""	"8"	""	""	"8"	""	"4"	""	""	"12"	""	"250"	""	""	"0"	""	""	"250"	""	""	""	""	""	""
"300"	"4"	"184A"	""	""	"7"	""	""	"5"	""	""	"152"	""	""	"10"	""	""	"95"	""	"12"	""	""	"3"	""	"2"	""	""	"15"	""	"301"	""	""	"0"	""	""	"301"	""	""	""	""	""	""
"301"	"5"	"185"	""	""	"63"	""	""	"16"	""	""	"351"	""	""	"19"	""	""	"73"	""	"12"	""	""	"10"	""	"9"	""	""	"30"	""	"583"	""	""	"0"	""	""	"583"	""	""	""	""	""	""
"302"	"6"	"186"	""	""	"14"	""	""	"1"	""	""	"64"	""	""	"9"	""	""	"168"	""	"17"	""	""	"8"	""	"9"	""	""	"18"	""	"308"	""	""	"0"	""	""	"308"	""	""	""	""	""	""
"303"	"7"	"187"	""	""	"124"	""	""	"2"	""	""	"71"	""	""	"6"	""	""	"55"	""	"6"	""	""	"4"	""	"14"	""	""	"8"	""	"290"	""	""	"0"	""	""	"290"	""	""	""	""	""	""
"304"	"8"	"188"	""	""	"59"	""	""	"6"	""	""	"110"	""	""	"24"	""	""	"117"	""	"7"	""	""	"8"	""	"8"	""	""	"23"	""	"362"	""	""	"0"	""	""	"362"	""	""	""	""	""	""
"305"	"9"	"189"	""	""	"43"	""	""	"6"	""	""	"132"	""	""	"36"	""	""	"92"	""	"11"	""	""	"9"	""	"6"	""	""	"29"	""	"364"	""	""	"0"	""	""	"364"	""	""	""	""	""	""
"306"	"10"	"190"	""	""	"22"	""	""	"3"	""	""	"212"	""	""	"16"	""	""	"144"	""	"11"	""	""	"6"	""	"5"	""	""	"21"	""	"440"	""	""	"0"	""	""	"440"	""	""	""	""	""	""
"307"	"11"	"191"	""	""	"19"	""	""	"8"	""	""	"288"	""	""	"20"	""	""	"55"	""	"8"	""	""	"6"	""	"3"	""	""	"23"	""	"430"	""	""	"0"	""	""	"430"	""	""	""	""	""	""
"308"	"12"	"192"	""	""	"47"	""	""	"9"	""	""	"354"	""	""	"12"	""	""	"73"	""	"8"	""	""	"6"	""	"7"	""	""	"15"	""	"531"	""	""	"0"	""	""	"531"	""	""	""	""	""	""
"309"	"13"	"193"	""	""	"10"	""	""	"1"	""	""	"187"	""	""	"4"	""	""	"54"	""	"2"	""	""	"7"	""	"3"	""	""	"11"	""	"279"	""	""	"0"	""	""	"279"	""	""	""	""	""	""
"310"	"14"	"193A"	""	""	"22"	""	""	"6"	""	""	"278"	""	""	"50"	""	""	"32"	""	"9"	""	""	"10"	""	"6"	""	""	"26"	""	"439"	""	""	"0"	""	""	"439"	""	""	""	""	""	""
"311"	"Total"	""	""	""	"502"	""	""	"78"	""	""	"2332"	""	""	"344"	""	""	"1295"	""	"132"	""	""	"87"	""	"86"	""	""	"251"	""	"5107"	""	""	"0"	""	""	"5107"	""	""	""	""	""	""
"312"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"316"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"318"	"1"	"194"	""	""	"35"	""	""	"4"	""	""	"207"	""	""	"77"	""	""	"70"	""	"16"	""	""	"10"	""	"9"	""	""	"23"	""	"451"	""	""	"0"	""	""	"451"	""	""	""	""	""	""
"319"	"2"	"195"	""	""	"55"	""	""	"8"	""	""	"41"	""	""	"24"	""	""	"301"	""	"19"	""	""	"9"	""	"6"	""	""	"22"	""	"485"	""	""	"0"	""	""	"485"	""	""	""	""	""	""
"320"	"3"	"196"	""	""	"40"	""	""	"84"	""	""	"72"	""	""	"16"	""	""	"203"	""	"9"	""	""	"8"	""	"11"	""	""	"18"	""	"461"	""	""	"0"	""	""	"461"	""	""	""	""	""	""
"321"	"4"	"197"	""	""	"131"	""	""	"10"	""	""	"233"	""	""	"44"	""	""	"22"	""	"8"	""	""	"17"	""	"12"	""	""	"7"	""	"484"	""	""	"0"	""	""	"484"	""	""	""	""	""	""
"322"	"5"	"198"	""	""	"42"	""	""	"7"	""	""	"214"	""	""	"34"	""	""	"120"	""	"7"	""	""	"8"	""	"4"	""	""	"28"	""	"464"	""	""	"0"	""	""	"464"	""	""	""	""	""	""
"323"	"6"	"199"	""	""	"132"	""	""	"12"	""	""	"157"	""	""	"59"	""	""	"141"	""	"25"	""	""	"12"	""	"29"	""	""	"31"	""	"598"	""	""	"0"	""	""	"598"	""	""	""	""	""	""
"324"	"7"	"200"	""	""	"29"	""	""	"46"	""	""	"162"	""	""	"38"	""	""	"191"	""	"20"	""	""	"18"	""	"20"	""	""	"34"	""	"558"	""	""	"0"	""	""	"558"	""	""	""	""	""	""
"325"	"8"	"201"	""	""	"11"	""	""	"11"	""	""	"154"	""	""	"17"	""	""	"44"	""	"4"	""	""	"1"	""	"0"	""	""	"2"	""	"244"	""	""	"0"	""	""	"244"	""	""	""	""	""	""
"326"	"9"	"202"	""	""	"6"	""	""	"8"	""	""	"87"	""	""	"72"	""	""	"78"	""	"9"	""	""	"4"	""	"2"	""	""	"5"	""	"271"	""	""	"0"	""	""	"271"	""	""	""	""	""	""
"327"	"10"	"203"	""	""	"20"	""	""	"3"	""	""	"73"	""	""	"12"	""	""	"396"	""	"15"	""	""	"2"	""	"8"	""	""	"5"	""	"534"	""	""	"0"	""	""	"534"	""	""	""	""	""	""
"328"	"11"	"204"	""	""	"57"	""	""	"11"	""	""	"253"	""	""	"6"	""	""	"134"	""	"12"	""	""	"14"	""	"4"	""	""	"11"	""	"502"	""	""	"0"	""	""	"502"	""	""	""	""	""	""
"329"	"12"	"205"	""	""	"11"	""	""	"9"	""	""	"186"	""	""	"24"	""	""	"137"	""	"19"	""	""	"8"	""	"5"	""	""	"23"	""	"422"	""	""	"0"	""	""	"422"	""	""	""	""	""	""
"330"	"13"	"206"	""	""	"20"	""	""	"45"	""	""	"46"	""	""	"17"	""	""	"75"	""	"10"	""	""	"10"	""	"4"	""	""	"28"	""	"255"	""	""	"0"	""	""	"255"	""	""	""	""	""	""
"331"	"14"	"206A"	""	""	"29"	""	""	"9"	""	""	"96"	""	""	"11"	""	""	"172"	""	"14"	""	""	"4"	""	"8"	""	""	"14"	""	"357"	""	""	"0"	""	""	"357"	""	""	""	""	""	""
"332"	"Total"	""	""	""	"618"	""	""	"267"	""	""	"1981"	""	""	"451"	""	""	"2084"	""	"187"	""	""	"125"	""	"122"	""	""	"251"	""	"6086"	""	""	"0"	""	""	"6086"	""	""	""	""	""	""
"333"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"Table No"	""	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""
"337"	""	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	"SAMATA DEVI"	""	""	"RAMDEO MANJHI"	""	"SHIVNATH KUMAR NIRALA"	""	""	"SHRAVAN KUMAR"	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
