"pÿ..1"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"234"	"129"	"72"	""	""	"214"	""	"25"	""	"126"	""	"14"	""	"11"	""	"8"	""	"7"	""	"8"	""	"8"	""	"17"	"25"	""	"19"	"554"	""	""	""	""	""	""	""	""
"235"	"130"	"105"	""	""	"13"	""	"4"	""	"141"	""	"4"	""	"9"	""	"5"	""	"2"	""	"0"	""	"2"	""	"0"	"12"	""	"4"	"301"	""	""	""	""	""	""	""	""
"236"	"130d"	"68"	""	""	"19"	""	"2"	""	"179"	""	"9"	""	"2"	""	"8"	""	"9"	""	"1"	""	"1"	""	"1"	"5"	""	"14"	"318"	""	""	""	""	""	""	""	""
"237"	"131"	"94"	""	""	"70"	""	"16"	""	"144"	""	"5"	""	"5"	""	"16"	""	"6"	""	"6"	""	"6"	""	"4"	"38"	""	"33"	"443"	""	""	""	""	""	""	""	""
"238"	"132"	"183"	""	""	"19"	""	"22"	""	"163"	""	"9"	""	"4"	""	"7"	""	"5"	""	"1"	""	"4"	""	"1"	"16"	""	"6"	"440"	""	""	""	""	""	""	""	""
"239"	"13"	"135"	""	""	"16"	""	"10"	""	"56"	""	"0"	""	"6"	""	"2"	""	"3"	""	"5"	""	"8"	""	"3"	"34"	""	"9"	"287"	""	""	""	""	""	""	""	""
"240"	"134"	"201"	""	""	"123"	""	"34"	""	"260"	""	"7"	""	"4"	""	"10"	""	"6"	""	"2"	""	"3"	""	"2"	"25"	""	"22"	"699"	""	""	""	""	""	""	""	""
"241"	";ksx"	"1723"	""	""	"907"	""	"199"	""	"1998"	""	"70"	""	"82"	""	"82"	""	"58"	""	"42"	""	"49"	""	"58"	"405"	""	"171"	"5844"	""	""	""	""	""	""	""	""
"242"	"fuokZpu lapkyu fu;e 1961 izi= &20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"fu;e 56 ch0 º7Ω nsf[k,                                                          fuokZpdksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"vafre  ifj.kke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"pÿ& 13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"fu;e 59 , ds v/khu fofufnZ\"V fuokZpu {ks= ds ernku dsUnzksa ij ernku ifj.kke dks vfHkfyf[kr djus ds fy, mi;ksx fd, tkus grs  q"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"4&xksikyxat  lalnh;  fo/kku  lHkk  {ks=  esa  lekfo\"V  23&ehjxat  fo/kku  lHkk  fuokZpu  {ks=  ds  fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"ernku dsUnz la[;k"	"vH;FkhZ  ds  Ik{k  esa  fn,  x,  erksa  dh  la[;k  ,oa  vH;fFkZ;ksa  ds  uke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	""	"ckcqnhu [kk°"	""	""	"jkts'k dq0 flg"	""	"jkeujs'k izlkn"	""	"jkelsod flg"	""	"jkey[ku izlkn"	""	"larks\"k pkS/kjh"	""	"lqjsUnz jke"	""	"vykuqj"	""	"d`\".kk lkgh"	""	"tyhy fe;k°"	""	"jkts'k izlkn"	"jsuq nsoh"	""	"gjsjke flg"	"oS/k erksa dk ;ksx"	""	"vLohdr`   erksa dh la[;k"	""	";ksx"	""	"fufonr erksa dh la[;k"	""	""
"250"	"1"	"2"	""	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	""	"16"	""	"17"	""	"18"	""	""
"251"	"135"	"148"	""	""	"20"	""	"4"	""	"158"	""	"8"	""	"4"	""	"13"	""	"6"	""	"1"	""	"2"	""	"4"	"6"	""	"14"	"388"	""	""	""	""	""	""	""	""
"252"	"135d"	"138"	""	""	"15"	""	"7"	""	"71"	""	"1"	""	"13"	""	"3"	""	"2"	""	"2"	""	"1"	""	"1"	"19"	""	"10"	"283"	""	""	""	""	""	""	""	""
"253"	"136"	"286"	""	""	"56"	""	"1"	""	"53"	""	"14"	""	"0"	""	"1"	""	"1"	""	"1"	""	"3"	""	"8"	"33"	""	"18"	"475"	""	""	""	""	""	""	""	""
"254"	"136d"	"79"	""	""	"15"	""	"12"	""	"42"	""	"2"	""	"0"	""	"2"	""	"2"	""	"1"	""	"0"	""	"0"	"7"	""	"0"	"162"	""	""	""	""	""	""	""	""
"255"	"137"	"51"	""	""	"29"	""	"7"	""	"138"	""	"16"	""	"8"	""	"9"	""	"3"	""	"5"	""	"2"	""	"4"	"84"	""	"17"	"373"	""	""	""	""	""	""	""	""
"256"	"138"	"42"	""	""	"81"	""	"5"	""	"159"	""	"18"	""	"3"	""	"8"	""	"6"	""	"10"	""	"3"	""	"2"	"87"	""	"13"	"437"	""	""	""	""	""	""	""	""
"257"	"139"	"61"	""	""	"11"	""	"6"	""	"63"	""	"4"	""	"8"	""	"2"	""	"4"	""	"3"	""	"4"	""	"5"	"93"	""	"25"	"289"	""	""	""	""	""	""	""	""
"258"	"140"	"77"	""	""	"100"	""	"51"	""	"83"	""	"5"	""	"7"	""	"5"	""	"8"	""	"6"	""	"5"	""	"6"	"57"	""	"17"	"427"	""	""	""	""	""	""	""	""
"259"	"141"	"100"	""	""	"94"	""	"33"	""	"169"	""	"5"	""	"8"	""	"11"	""	"5"	""	"3"	""	"1"	""	"8"	"7"	""	"18"	"462"	""	""	""	""	""	""	""	""
"260"	"142"	"35"	""	""	"40"	""	"5"	""	"139"	""	"3"	""	"10"	""	"3"	""	"2"	""	"4"	""	"1"	""	"4"	"19"	""	"5"	"270"	""	""	""	""	""	""	""	""
"261"	"143"	"71"	""	""	"194"	""	"45"	""	"233"	""	"6"	""	"7"	""	"6"	""	"9"	""	"6"	""	"3"	""	"7"	"37"	""	"17"	"641"	""	""	""	""	""	""	""	""
"262"	"144"	"24"	""	""	"40"	""	"18"	""	"136"	""	"8"	""	"5"	""	"3"	""	"8"	""	"10"	""	"11"	""	"10"	"59"	""	"30"	"362"	""	""	""	""	""	""	""	""
"263"	"145"	"73"	""	""	"41"	""	"23"	""	"175"	""	"4"	""	"2"	""	"10"	""	"2"	""	"10"	""	"4"	""	"8"	"35"	""	"16"	"403"	""	""	""	""	""	""	""	""
"264"	"146"	"56"	""	""	"77"	""	"13"	""	"105"	""	"9"	""	"2"	""	"3"	""	"8"	""	"6"	""	"4"	""	"7"	"47"	""	"14"	"351"	""	""	""	""	""	""	""	""
"265"	";ksx"	"1241"	""	""	"813"	""	"230"	""	"1724"	""	"103"	""	"77"	""	"79"	""	"66"	""	"68"	""	"44"	""	"74"	"590"	""	"214"	"5323"	""	""	""	""	""	""	""	""
"266"	"fuokZpu lapkyu fu;e 1961 izi= &20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"fu;e 56 ch0 º7Ω nsf[k,                                                          fuokZpdksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"vafre  ifj.kke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"pÿ& 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"fu;e 59 , ds v/khu fofufnZ\"V fuokZpu {ks= ds ernku dsUnzksa ij ernku ifj.kke dks vfHkfyf[kr djus ds fy, mi;ksx fd, tkus grs  q"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"4&xksikyxat  lalnh;  fo/kku  lHkk  {ks=  esa  lekfo\"V  23&ehjxat  fo/kku  lHkk  fuokZpu  {ks=  ds  fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"ernku dsUnz la[;k"	"vH;FkhZ  ds  Ik{k  esa  fn,  x,  erksa  dh  la[;k  ,oa  vH;fFkZ;ksa  ds  uke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	""	"ckcqnhu [kk°"	""	""	"jkts'k dq0 flg"	""	"jkeujs'k izlkn"	""	"jkelsod flg"	""	"jkey[ku izlkn"	""	"larks\"k pkS/kjh"	""	"lqjsUnz jke"	""	"vykuqj"	""	"d`\".kk lkgh"	""	"tyhy fe;k°"	""	"jkts'k izlkn"	"jsuq nsoh"	""	"gjsjke flg"	"oS/k erksa dk ;ksx"	""	"vLohdr`   erksa dh la[;k"	""	";ksx"	""	"fufonr erksa dh la[;k"	""	""
"274"	"1"	"2"	""	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	""	"16"	""	"17"	""	"18"	""	""
"275"	"147"	"91"	""	""	"124"	""	"46"	""	"243"	""	"10"	""	"3"	""	"4"	""	"4"	""	"5"	""	"4"	""	"3"	"26"	""	"15"	"578"	""	""	""	""	""	""	""	""
"276"	"148"	"42"	""	""	"158"	""	"9"	""	"82"	""	"4"	""	"3"	""	"6"	""	"5"	""	"5"	""	"1"	""	"4"	"38"	""	"8"	"365"	""	""	""	""	""	""	""	""
"277"	"148d"	"107"	""	""	"27"	""	"12"	""	"118"	""	"5"	""	"4"	""	"6"	""	"1"	""	"4"	""	"1"	""	"2"	"13"	""	"5"	"305"	""	""	""	""	""	""	""	""
"278"	"149"	"155"	""	""	"112"	""	"17"	""	"223"	""	"11"	""	"4"	""	"8"	""	"9"	""	"6"	""	"8"	""	"6"	"34"	""	"33"	"626"	""	""	""	""	""	""	""	""
"279"	"150"	"42"	""	""	"18"	""	"9"	""	"81"	""	"3"	""	"62"	""	"6"	""	"3"	""	"3"	""	"2"	""	"5"	"10"	""	"8"	"252"	""	""	""	""	""	""	""	""
"280"	"150d"	"26"	""	""	"37"	""	"8"	""	"158"	""	"4"	""	"14"	""	"7"	""	"7"	""	"2"	""	"5"	""	"6"	"7"	""	"9"	"290"	""	""	""	""	""	""	""	""
"281"	"151"	"151"	""	""	"100"	""	"33"	""	"66"	""	"12"	""	"9"	""	"9"	""	"6"	""	"7"	""	"2"	""	"3"	"31"	""	"11"	"440"	""	""	""	""	""	""	""	""
"282"	"152"	"37"	""	""	"24"	""	"7"	""	"286"	""	"18"	""	"2"	""	"9"	""	"8"	""	"3"	""	"3"	""	"10"	"29"	""	"29"	"465"	""	""	""	""	""	""	""	""
"283"	"153"	"27"	""	""	"91"	""	"20"	""	"131"	""	"1"	""	"0"	""	"8"	""	"3"	""	"2"	""	"1"	""	"3"	"10"	""	"3"	"300"	""	""	""	""	""	""	""	""
"284"	"153d"	"62"	""	""	"72"	""	"7"	""	"93"	""	"8"	""	"3"	""	"3"	""	"2"	""	"2"	""	"2"	""	"3"	"19"	""	"15"	"291"	""	""	""	""	""	""	""	""
"285"	"154"	"73"	""	""	"160"	""	"15"	""	"225"	""	"9"	""	"16"	""	"15"	""	"6"	""	"7"	""	"8"	""	"9"	"33"	""	"25"	"601"	""	""	""	""	""	""	""	""
"286"	"155"	"75"	""	""	"17"	""	"4"	""	"248"	""	"15"	""	"2"	""	"9"	""	"4"	""	"0"	""	"3"	""	"3"	"13"	""	"6"	"399"	""	""	""	""	""	""	""	""
"287"	"156"	"176"	""	""	"30"	""	"25"	""	"237"	""	"5"	""	"6"	""	"10"	""	"8"	""	"4"	""	"4"	""	"1"	"12"	""	"7"	"525"	""	""	""	""	""	""	""	""
"288"	"157"	"258"	""	""	"8"	""	"1"	""	"49"	""	"0"	""	"0"	""	"2"	""	"1"	""	"1"	""	"2"	""	"2"	"6"	""	"13"	"343"	""	""	""	""	""	""	""	""
"289"	";ksx"	"1322"	""	""	"978"	""	"213"	""	"2240"	""	"105"	""	"128"	""	"102"	""	"67"	""	"51"	""	"46"	""	"60"	"281"	""	"187"	"5780"	""	""	""	""	""	""	""	""
"290"	"fuokZpu lapkyu fu;e 1961 izi= &20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"fu;e 56 ch0 º7Ω nsf[k,                                                          fuokZpdksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"vafre  ifj.kke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"pÿ& 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"fu;e 59 , ds v/khu fofufnZ\"V fuokZpu {ks= ds ernku dsUnzksa ij ernku ifj.kke dks vfHkfyf[kr djus ds fy, mi;ksx fd, tkus grs  q"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"4&xksikyxat  lalnh;  fo/kku  lHkk  {ks=  esa  lekfo\"V  23&ehjxat  fo/kku  lHkk  fuokZpu  {ks=  ds  fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"ernku dsUnz la[;k"	"vH;FkhZ  ds  Ik{k  esa  fn,  x,  erksa  dh  la[;k  ,oa  vH;fFkZ;ksa  ds  uke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	""	"ckcqnhu [kk°"	""	""	"jkts'k dq0 flg"	""	"jkeujs'k izlkn"	""	"jkelsod flg"	""	"jkey[ku izlkn"	""	"larks\"k pkS/kjh"	""	"lqjsUnz jke"	""	"vykuqj"	""	"d`\".kk lkgh"	""	"tyhy fe;k°"	""	"jkts'k izlkn"	"jsuq nsoh"	""	"gjsjke flg"	"oS/k erksa dk ;ksx"	""	"vLohdr`   erksa dh la[;k"	""	";ksx"	""	"fufonr erksa dh la[;k"	""	""
"298"	"1"	"2"	""	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	""	"16"	""	"17"	""	"18"	""	""
"299"	"158"	"138"	""	""	"12"	""	"1"	""	"290"	""	"7"	""	"4"	""	"7"	""	"2"	""	"6"	""	"2"	""	"0"	"10"	""	"20"	"499"	""	""	""	""	""	""	""	""
"300"	"159"	"60"	""	""	"8"	""	"3"	""	"132"	""	"6"	""	"4"	""	"7"	""	"7"	""	"4"	""	"1"	""	"5"	"18"	""	"19"	"274"	""	""	""	""	""	""	""	""
"301"	"159d"	"112"	""	""	"97"	""	"8"	""	"142"	""	"6"	""	"2"	""	"4"	""	"5"	""	"6"	""	"5"	""	"3"	"35"	""	"10"	"435"	""	""	""	""	""	""	""	""
"302"	"160"	"62"	""	""	"56"	""	"4"	""	"226"	""	"2"	""	"4"	""	"3"	""	"2"	""	"3"	""	"6"	""	"6"	"68"	""	"21"	"463"	""	""	""	""	""	""	""	""
"303"	"161"	"223"	""	""	"5"	""	"5"	""	"96"	""	"11"	""	"4"	""	"5"	""	"4"	""	"2"	""	"2"	""	"4"	"14"	""	"19"	"394"	""	""	""	""	""	""	""	""
"304"	"162"	"160"	""	""	"26"	""	"37"	""	"192"	""	"6"	""	"2"	""	"8"	""	"7"	""	"6"	""	"5"	""	"6"	"50"	""	"18"	"523"	""	""	""	""	""	""	""	""
"305"	"163"	"173"	""	""	"92"	""	"17"	""	"240"	""	"16"	""	"1"	""	"7"	""	"5"	""	"3"	""	"3"	""	"3"	"3"	""	"2"	"565"	""	""	""	""	""	""	""	""
"306"	"164"	"146"	""	""	"13"	""	"5"	""	"125"	""	"8"	""	"1"	""	"5"	""	"2"	""	"2"	""	"2"	""	"1"	"4"	""	"8"	"322"	""	""	""	""	""	""	""	""
"307"	"165"	"130"	""	""	"12"	""	"10"	""	"186"	""	"8"	""	"33"	""	"15"	""	"8"	""	"6"	""	"4"	""	"8"	"68"	""	"26"	"514"	""	""	""	""	""	""	""	""
"308"	"166"	"95"	""	""	"41"	""	"36"	""	"111"	""	"3"	""	"20"	""	"7"	""	"3"	""	"17"	""	"5"	""	"10"	"126"	""	"17"	"491"	""	""	""	""	""	""	""	""
"309"	"167"	"38"	""	""	"15"	""	"5"	""	"87"	""	"6"	""	"61"	""	"9"	""	"7"	""	"18"	""	"7"	""	"8"	"170"	""	"33"	"464"	""	""	""	""	""	""	""	""
"310"	"168"	"188"	""	""	"85"	""	"16"	""	"259"	""	"12"	""	"10"	""	"8"	""	"6"	""	"3"	""	"2"	""	"7"	"30"	""	"5"	"631"	""	""	""	""	""	""	""	""
"311"	"169"	"52"	""	""	"7"	""	"8"	""	"141"	""	"5"	""	"3"	""	"4"	""	"4"	""	"6"	""	"1"	""	"1"	"47"	""	"13"	"292"	""	""	""	""	""	""	""	""
"312"	"169d"	"49"	""	""	"26"	""	"15"	""	"190"	""	"6"	""	"0"	""	"4"	""	"3"	""	"4"	""	"1"	""	"3"	"25"	""	"3"	"329"	""	""	""	""	""	""	""	""
"313"	";ksx"	"1626"	""	""	"495"	""	"170"	""	"2417"	""	"102"	""	"149"	""	"93"	""	"65"	""	"86"	""	"46"	""	"65"	"668"	""	"214"	"6196"	""	""	""	""	""	""	""	""
"314"	"fuokZpu lapkyu fu;e 1961 izi= &20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"fu;e 56 ch0 º7Ω nsf[k,                                                          fuokZpdksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"vafre  ifj.kke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"pÿ& 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"fu;e 59 , ds v/khu fofufnZ\"V fuokZpu {ks= ds ernku dsUnzksa ij ernku ifj.kke dks vfHkfyf[kr djus ds fy, mi;ksx fd, tkus grs  q"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"4&xksikyxat  lalnh;  fo/kku  lHkk  {ks=  esa  lekfo\"V  23&ehjxat  fo/kku  lHkk  fuokZpu  {ks=  ds  fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"ernku dsUnz la[;k"	"vH;FkhZ  ds  Ik{k  esa  fn,  x,  erksa  dh  la[;k  ,oa  vH;fFkZ;ksa  ds  uke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	""	"ckcqnhu [kk°"	""	""	"jkts'k dq0 flg"	""	"jkeujs'k izlkn"	""	"jkelsod flg"	""	"jkey[ku izlkn"	""	"larks\"k pkS/kjh"	""	"lqjsUnz jke"	""	"vykuqj"	""	"d`\".kk lkgh"	""	"tyhy fe;k°"	""	"jkts'k izlkn"	"jsuq nsoh"	""	"gjsjke flg"	"oS/k erksa dk ;ksx"	""	"vLohdr`   erksa dh la[;k"	""	";ksx"	""	"fufonr erksa dh la[;k"	""	""
"322"	"1"	"2"	""	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	""	"16"	""	"17"	""	"18"	""	""
"323"	"170"	"103"	""	""	"31"	""	"12"	""	"131"	""	"4"	""	"5"	""	"8"	""	"5"	""	"6"	""	"0"	""	"3"	"23"	""	"4"	"335"	""	""	""	""	""	""	""	""
"324"	"171"	"13"	""	""	"106"	""	"10"	""	"195"	""	"5"	""	"5"	""	"3"	""	"4"	""	"1"	""	"2"	""	"4"	"19"	""	"7"	"374"	""	""	""	""	""	""	""	""
"325"	"172"	"46"	""	""	"28"	""	"10"	""	"124"	""	"5"	""	"3"	""	"7"	""	"4"	""	"7"	""	"8"	""	"1"	"37"	""	"10"	"290"	""	""	""	""	""	""	""	""
"326"	"173"	"23"	""	""	"24"	""	"3"	""	"155"	""	"3"	""	"3"	""	"2"	""	"1"	""	"7"	""	"4"	""	"5"	"134"	""	"11"	"375"	""	""	""	""	""	""	""	""
"327"	"173d"	"35"	""	""	"10"	""	"7"	""	"197"	""	"7"	""	"3"	""	"4"	""	"3"	""	"3"	""	"11"	""	"2"	"48"	""	"9"	"339"	""	""	""	""	""	""	""	""
"328"	"174"	"207"	""	""	"7"	""	"3"	""	"24"	""	"3"	""	"19"	""	"2"	""	"6"	""	"12"	""	"5"	""	"5"	"56"	""	"38"	"387"	""	""	""	""	""	""	""	""
"329"	"174d"	"64"	""	""	"13"	""	"6"	""	"77"	""	"17"	""	"54"	""	"0"	""	"1"	""	"6"	""	"4"	""	"2"	"68"	""	"14"	"326"	""	""	""	""	""	""	""	""
"330"	"175"	"160"	""	""	"60"	""	"7"	""	"93"	""	"4"	""	"15"	""	"4"	""	"4"	""	"12"	""	"6"	""	"9"	"153"	""	"51"	"578"	""	""	""	""	""	""	""	""
"331"	"176"	"49"	""	""	"27"	""	"1"	""	"139"	""	"1"	""	"2"	""	"0"	""	"9"	""	"4"	""	"4"	""	"9"	"46"	""	"14"	"305"	""	""	""	""	""	""	""	""
"332"	"177"	"32"	""	""	"71"	""	"24"	""	"162"	""	"1"	""	"7"	""	"7"	""	"6"	""	"9"	""	"6"	""	"7"	"132"	""	"13"	"477"	""	""	""	""	""	""	""	""
"333"	"178"	"49"	""	""	"73"	""	"8"	""	"357"	""	"11"	""	"0"	""	"7"	""	"14"	""	"5"	""	"3"	""	"1"	"67"	""	"8"	"603"	""	""	""	""	""	""	""	""
"334"	"179"	"57"	""	""	"60"	""	"4"	""	"235"	""	"3"	""	"1"	""	"3"	""	"4"	""	"8"	""	"2"	""	"4"	"27"	""	"12"	"420"	""	""	""	""	""	""	""	""
"335"	"180"	"131"	""	""	"11"	""	"13"	""	"140"	""	"8"	""	"1"	""	"3"	""	"2"	""	"2"	""	"1"	""	"1"	"53"	""	"7"	"373"	""	""	""	""	""	""	""	""
"336"	"181"	"144"	""	""	"23"	""	"12"	""	"140"	""	"9"	""	"4"	""	"9"	""	"3"	""	"12"	""	"8"	""	"4"	"41"	""	"19"	"428"	""	""	""	""	""	""	""	""
"337"	";ksx"	"1113"	""	""	"544"	""	"120"	""	"2169"	""	"81"	""	"122"	""	"59"	""	"66"	""	"94"	""	"64"	""	"57"	"904"	""	"217"	"5610"	""	""	""	""	""	""	""	""
"338"	"fuokZpu lapkyu fu;e 1961 izi= &20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"fu;e 56 ch0 º7Ω nsf[k,                                                          fuokZpdksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"vafre  ifj.kke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"pÿ& 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"fu;e 59 , ds v/khu fofufnZ\"V fuokZpu {ks= ds ernku dsUnzksa ij ernku ifj.kke dks vfHkfyf[kr djus ds fy, mi;ksx fd, tkus grs  q"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"4&xksikyxat  lalnh;  fo/kku  lHkk  {ks=  esa  lekfo\"V  23&ehjxat  fo/kku  lHkk  fuokZpu  {ks=  ds  fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"ernku dsUnz la[;k"	"vH;FkhZ  ds  Ik{k  esa  fn,  x,  erksa  dh  la[;k  ,oa  vH;fFkZ;ksa  ds  uke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	""	"ckcqnhu [kk°"	""	""	"jkts'k dq0 flg"	""	"jkeujs'k izlkn"	""	"jkelsod flg"	""	"jkey[ku izlkn"	""	"larks\"k pkS/kjh"	""	"lqjsUnz jke"	""	"vykuqj"	""	"d`\".kk lkgh"	""	"tyhy fe;k°"	""	"jkts'k izlkn"	"jsuq nsoh"	""	"gjsjke flg"	"oS/k erksa dk ;ksx"	""	"vLohdr`   erksa dh la[;k"	""	";ksx"	""	"fufonr erksa dh la[;k"	""	""
"346"	"1"	"2"	""	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	""	"16"	""	"17"	""	"18"	""	""
"347"	"182"	"7"	""	""	"156"	""	"1"	""	"64"	""	"4"	""	"1"	""	"3"	""	"4"	""	"4"	""	"3"	""	"1"	"86"	""	"7"	"341"	""	""	""	""	""	""	""	""
"348"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"349"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"350"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"351"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"352"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
