"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 232-Gaya Town Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……        1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"6"	""	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"1"	"97"	""	"5"	""	""	"268"	""	""	"30"	""	""	"107"	""	""	"4"	""	""	"1"	""	""	"7"	""	""	""	"1"	""	""	"4"	""	""	"427"	""	""	"0"	""	""	""	"427"	""	""	""	""	""	""	""
"195"	"2"	"98"	""	"2"	""	""	"19"	""	""	"29"	""	""	"269"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	"322"	""	""	"0"	""	""	""	"322"	""	""	""	""	""	""	""
"196"	"3"	"98A"	""	"0"	""	""	"7"	""	""	"25"	""	""	"189"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	"225"	""	""	"0"	""	""	""	"225"	""	""	""	""	""	""	""
"197"	"4"	"99"	""	"1"	""	""	"7"	""	""	"19"	""	""	"344"	""	""	"8"	""	""	"0"	""	""	"2"	""	""	""	"3"	""	""	"8"	""	""	"392"	""	""	"0"	""	""	""	"392"	""	""	""	""	""	""	""
"198"	"5"	"100"	""	"0"	""	""	"21"	""	""	"12"	""	""	"163"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"3"	""	""	"203"	""	""	"0"	""	""	""	"203"	""	""	""	""	""	""	""
"199"	"6"	"100A"	""	"0"	""	""	"3"	""	""	"5"	""	""	"139"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	"152"	""	""	"0"	""	""	""	"152"	""	""	""	""	""	""	""
"200"	"7"	"101"	""	"0"	""	""	"1"	""	""	"19"	""	""	"193"	""	""	"6"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	"221"	""	""	"0"	""	""	""	"221"	""	""	""	""	""	""	""
"201"	"8"	"101A"	""	"2"	""	""	"3"	""	""	"3"	""	""	"159"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	"2"	""	""	"176"	""	""	"0"	""	""	""	"176"	""	""	""	""	""	""	""
"202"	"9"	"102"	""	"1"	""	""	"1"	""	""	"10"	""	""	"134"	""	""	"5"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"5"	""	""	"158"	""	""	"0"	""	""	""	"158"	""	""	""	""	""	""	""
"203"	"10"	"102A"	""	"1"	""	""	"20"	""	""	"2"	""	""	"159"	""	""	"2"	""	""	"3"	""	""	"1"	""	""	""	"0"	""	""	"3"	""	""	"191"	""	""	"0"	""	""	""	"191"	""	""	""	""	""	""	""
"204"	"11"	"103"	""	"14"	""	""	"175"	""	""	"44"	""	""	"109"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	""	"1"	""	""	"4"	""	""	"355"	""	""	"0"	""	""	""	"355"	""	""	""	""	""	""	""
"205"	"12"	"104"	""	"16"	""	""	"204"	""	""	"49"	""	""	"118"	""	""	"6"	""	""	"1"	""	""	"3"	""	""	""	"3"	""	""	"6"	""	""	"406"	""	""	"0"	""	""	""	"406"	""	""	""	""	""	""	""
"206"	"13"	"105"	""	"3"	""	""	"99"	""	""	"12"	""	""	"132"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"1"	""	""	"1"	""	""	"251"	""	""	"0"	""	""	""	"251"	""	""	""	""	""	""	""
"207"	"14"	"105A"	""	"1"	""	""	"79"	""	""	"6"	""	""	"120"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"3"	""	""	"211"	""	""	"0"	""	""	""	"211"	""	""	""	""	""	""	""
"208"	"Total"	""	""	"46"	""	""	"907"	""	""	"265"	""	""	"2335"	""	""	"43"	""	""	"15"	""	""	"22"	""	""	""	"13"	""	""	"44"	""	""	"3690"	""	""	"0"	""	""	""	"3690"	""	""	""	""	""	""	""
"209"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"210"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"212"	"1"	"106"	""	"0"	""	""	"291"	""	""	"5"	""	""	"40"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	"339"	""	""	"0"	""	""	""	"339"	""	""	""	""	""	""	""
"213"	"2"	"107"	""	"1"	""	""	"219"	""	""	"15"	""	""	"18"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"1"	""	""	"256"	""	""	"0"	""	""	""	"256"	""	""	""	""	""	""	""
"214"	"3"	"107A"	""	"3"	""	""	"158"	""	""	"2"	""	""	"35"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"4"	""	""	"203"	""	""	"0"	""	""	""	"203"	""	""	""	""	""	""	""
"215"	"4"	"108"	""	"1"	""	""	"171"	""	""	"9"	""	""	"72"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	""	"3"	""	""	"3"	""	""	"263"	""	""	"0"	""	""	""	"263"	""	""	""	""	""	""	""
"216"	"5"	"108A"	""	"3"	""	""	"121"	""	""	"3"	""	""	"45"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	""	"1"	""	""	"0"	""	""	"176"	""	""	"0"	""	""	""	"176"	""	""	""	""	""	""	""
"217"	"6"	"109"	""	"2"	""	""	"246"	""	""	"13"	""	""	"159"	""	""	"4"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"5"	""	""	"433"	""	""	"0"	""	""	""	"433"	""	""	""	""	""	""	""
"218"	"7"	"110"	""	"4"	""	""	"165"	""	""	"2"	""	""	"78"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	""	"253"	""	""	"0"	""	""	""	"253"	""	""	""	""	""	""	""
"219"	"8"	"110A"	""	"4"	""	""	"154"	""	""	"4"	""	""	"37"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	"0"	""	""	"204"	""	""	"0"	""	""	""	"204"	""	""	""	""	""	""	""
"220"	"9"	"111"	""	"30"	""	""	"174"	""	""	"22"	""	""	"47"	""	""	"3"	""	""	"0"	""	""	"2"	""	""	""	"1"	""	""	"6"	""	""	"285"	""	""	"0"	""	""	""	"285"	""	""	""	""	""	""	""
"221"	"10"	"111A"	""	"11"	""	""	"142"	""	""	"22"	""	""	"66"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	"4"	""	""	"253"	""	""	"0"	""	""	""	"253"	""	""	""	""	""	""	""
"222"	"11"	"112"	""	"4"	""	""	"110"	""	""	"26"	""	""	"69"	""	""	"4"	""	""	"3"	""	""	"4"	""	""	""	"0"	""	""	"1"	""	""	"221"	""	""	"0"	""	""	""	"221"	""	""	""	""	""	""	""
"223"	"12"	"112A"	""	"18"	""	""	"145"	""	""	"14"	""	""	"53"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"3"	""	""	"237"	""	""	"0"	""	""	""	"237"	""	""	""	""	""	""	""
"224"	"13"	"113"	""	"2"	""	""	"194"	""	""	"12"	""	""	"188"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	"403"	""	""	"0"	""	""	""	"403"	""	""	""	""	""	""	""
"225"	"14"	"114"	""	"2"	""	""	"227"	""	""	"4"	""	""	"96"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	"334"	""	""	"0"	""	""	""	"334"	""	""	""	""	""	""	""
"226"	"Total"	""	""	"85"	""	""	"2517"	""	""	"153"	""	""	"1003"	""	""	"22"	""	""	"13"	""	""	"20"	""	""	""	"13"	""	""	"34"	""	""	"3860"	""	""	"0"	""	""	""	"3860"	""	""	""	""	""	""	""
"227"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"228"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"230"	"1"	"115"	""	"5"	""	""	"240"	""	""	"23"	""	""	"122"	""	""	"4"	""	""	"3"	""	""	"3"	""	""	""	"3"	""	""	"7"	""	""	"410"	""	""	"0"	""	""	""	"410"	""	""	""	""	""	""	""
"231"	"2"	"116"	""	"1"	""	""	"212"	""	""	"6"	""	""	"59"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	"3"	""	""	"284"	""	""	"0"	""	""	""	"284"	""	""	""	""	""	""	""
"232"	"3"	"116A"	""	"3"	""	""	"178"	""	""	"7"	""	""	"31"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	""	"2"	""	""	"4"	""	""	"229"	""	""	"0"	""	""	""	"229"	""	""	""	""	""	""	""
"233"	"4"	"117"	""	"2"	""	""	"266"	""	""	"5"	""	""	"20"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"297"	""	""	"0"	""	""	""	"297"	""	""	""	""	""	""	""
"234"	"5"	"117A"	""	"3"	""	""	"190"	""	""	"7"	""	""	"32"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"234"	""	""	"0"	""	""	""	"234"	""	""	""	""	""	""	""
"235"	"6"	"118"	""	"3"	""	""	"269"	""	""	"27"	""	""	"40"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"2"	""	""	"345"	""	""	"0"	""	""	""	"345"	""	""	""	""	""	""	""
"236"	"7"	"119"	""	"4"	""	""	"399"	""	""	"13"	""	""	"86"	""	""	"1"	""	""	"4"	""	""	"3"	""	""	""	"0"	""	""	"5"	""	""	"515"	""	""	"0"	""	""	""	"515"	""	""	""	""	""	""	""
"237"	"8"	"120"	""	"8"	""	""	"186"	""	""	"14"	""	""	"122"	""	""	"4"	""	""	"2"	""	""	"3"	""	""	""	"5"	""	""	"6"	""	""	"350"	""	""	"0"	""	""	""	"350"	""	""	""	""	""	""	""
"238"	"9"	"120A"	""	"3"	""	""	"177"	""	""	"13"	""	""	"62"	""	""	"2"	""	""	"3"	""	""	"2"	""	""	""	"1"	""	""	"3"	""	""	"266"	""	""	"0"	""	""	""	"266"	""	""	""	""	""	""	""
"239"	"10"	"121"	""	"3"	""	""	"96"	""	""	"14"	""	""	"136"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"7"	""	""	"261"	""	""	"0"	""	""	""	"261"	""	""	""	""	""	""	""
"240"	"11"	"121A"	""	"2"	""	""	"40"	""	""	"7"	""	""	"81"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"4"	""	""	"138"	""	""	"0"	""	""	""	"138"	""	""	""	""	""	""	""
"241"	"12"	"122"	""	"8"	""	""	"323"	""	""	"20"	""	""	"91"	""	""	"2"	""	""	"3"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"447"	""	""	"0"	""	""	""	"447"	""	""	""	""	""	""	""
"242"	"13"	"123"	""	"4"	""	""	"182"	""	""	"11"	""	""	"75"	""	""	"1"	""	""	"4"	""	""	"1"	""	""	""	"0"	""	""	"3"	""	""	"281"	""	""	"0"	""	""	""	"281"	""	""	""	""	""	""	""
"243"	"14"	"123A"	""	"5"	""	""	"156"	""	""	"7"	""	""	"47"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"3"	""	""	"221"	""	""	"0"	""	""	""	"221"	""	""	""	""	""	""	""
"244"	"Total"	""	""	"54"	""	""	"2914"	""	""	"174"	""	""	"1004"	""	""	"24"	""	""	"24"	""	""	"18"	""	""	""	"17"	""	""	"49"	""	""	"4278"	""	""	"0"	""	""	""	"4278"	""	""	""	""	""	""	""
"245"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"246"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"248"	"1"	"124"	""	"6"	""	""	"129"	""	""	"41"	""	""	"243"	""	""	"4"	""	""	"4"	""	""	"1"	""	""	""	"3"	""	""	"11"	""	""	"442"	""	""	"0"	""	""	""	"442"	""	""	""	""	""	""	""
"249"	"2"	"125"	""	"10"	""	""	"333"	""	""	"19"	""	""	"53"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	"2"	""	""	"421"	""	""	"0"	""	""	""	"421"	""	""	""	""	""	""	""
"250"	"3"	"126"	""	"7"	""	""	"328"	""	""	"16"	""	""	"85"	""	""	"6"	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	"4"	""	""	"449"	""	""	"0"	""	""	""	"449"	""	""	""	""	""	""	""
"251"	"4"	"127"	""	"2"	""	""	"205"	""	""	"11"	""	""	"40"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	"260"	""	""	"0"	""	""	""	"260"	""	""	""	""	""	""	""
"252"	"5"	"127A"	""	"3"	""	""	"146"	""	""	"73"	""	""	"17"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	"240"	""	""	"0"	""	""	""	"240"	""	""	""	""	""	""	""
"253"	"6"	"128"	""	"3"	""	""	"197"	""	""	"74"	""	""	"76"	""	""	"3"	""	""	"2"	""	""	"0"	""	""	""	"1"	""	""	"10"	""	""	"366"	""	""	"0"	""	""	""	"366"	""	""	""	""	""	""	""
"254"	"7"	"128A"	""	"4"	""	""	"156"	""	""	"62"	""	""	"45"	""	""	"4"	""	""	"2"	""	""	"2"	""	""	""	"3"	""	""	"3"	""	""	"281"	""	""	"0"	""	""	""	"281"	""	""	""	""	""	""	""
"255"	"8"	"129"	""	"4"	""	""	"214"	""	""	"71"	""	""	"58"	""	""	"1"	""	""	"0"	""	""	"3"	""	""	""	"1"	""	""	"3"	""	""	"355"	""	""	"0"	""	""	""	"355"	""	""	""	""	""	""	""
"256"	"9"	"129A"	""	"0"	""	""	"164"	""	""	"42"	""	""	"26"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"2"	""	""	"1"	""	""	"238"	""	""	"0"	""	""	""	"238"	""	""	""	""	""	""	""
"257"	"10"	"130"	""	"9"	""	""	"288"	""	""	"66"	""	""	"50"	""	""	"2"	""	""	"2"	""	""	"2"	""	""	""	"7"	""	""	"7"	""	""	"433"	""	""	"0"	""	""	""	"433"	""	""	""	""	""	""	""
"258"	"11"	"130A"	""	"0"	""	""	"165"	""	""	"49"	""	""	"25"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	"244"	""	""	"0"	""	""	""	"244"	""	""	""	""	""	""	""
"259"	"12"	"131"	""	"3"	""	""	"196"	""	""	"16"	""	""	"100"	""	""	"4"	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	"325"	""	""	"0"	""	""	""	"325"	""	""	""	""	""	""	""
"260"	"13"	"131A"	""	"1"	""	""	"177"	""	""	"7"	""	""	"69"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"256"	""	""	"0"	""	""	""	"256"	""	""	""	""	""	""	""
"261"	"14"	"132"	""	"4"	""	""	"328"	""	""	"39"	""	""	"84"	""	""	"3"	""	""	"0"	""	""	"2"	""	""	""	"5"	""	""	"3"	""	""	"468"	""	""	"0"	""	""	""	"468"	""	""	""	""	""	""	""
"262"	"Total"	""	""	"56"	""	""	"3026"	""	""	"586"	""	""	"971"	""	""	"30"	""	""	"20"	""	""	"15"	""	""	""	"27"	""	""	"47"	""	""	"4778"	""	""	"0"	""	""	""	"4778"	""	""	""	""	""	""	""
"263"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"264"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	"RAJIV KUMAR SINHA"	""	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"266"	"1"	"133"	""	"2"	""	""	"190"	""	""	"69"	""	""	"53"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	"317"	""	""	"0"	""	""	""	"317"	""	""	""	""	""	""	""
"267"	"2"	"133A"	""	"0"	""	""	"195"	""	""	"18"	""	""	"37"	""	""	"0"	""	""	"0"	""	""	"4"	""	""	"3"	""	""	""	"2"	""	""	"259"	""	""	"0"	""	""	""	"259"	""	""	""	""	""	""	""
"268"	"3"	"134"	""	"5"	""	""	"294"	""	""	"122"	""	""	"64"	""	""	"6"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	""	"7"	""	""	"504"	""	""	"0"	""	""	""	"504"	""	""	""	""	""	""	""
"269"	"4"	"135"	""	"4"	""	""	"256"	""	""	"19"	""	""	"94"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	"379"	""	""	"0"	""	""	""	"379"	""	""	""	""	""	""	""
"270"	"5"	"136"	""	"1"	""	""	"221"	""	""	"13"	""	""	"100"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"341"	""	""	"0"	""	""	""	"341"	""	""	""	""	""	""	""
"271"	"6"	"136A"	""	"2"	""	""	"165"	""	""	"15"	""	""	"72"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"255"	""	""	"0"	""	""	""	"255"	""	""	""	""	""	""	""
"272"	"7"	"137"	""	"27"	""	""	"285"	""	""	"26"	""	""	"116"	""	""	"4"	""	""	"7"	""	""	"0"	""	""	"2"	""	""	""	"9"	""	""	"476"	""	""	"0"	""	""	""	"476"	""	""	""	""	""	""	""
"273"	"8"	"138"	""	"8"	""	""	"149"	""	""	"6"	""	""	"30"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"197"	""	""	"0"	""	""	""	"197"	""	""	""	""	""	""	""
"274"	"9"	"138A"	""	"4"	""	""	"204"	""	""	"5"	""	""	"37"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"3"	""	""	"257"	""	""	"0"	""	""	""	"257"	""	""	""	""	""	""	""
"275"	"10"	"139"	""	"4"	""	""	"159"	""	""	"12"	""	""	"111"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	""	"7"	""	""	"304"	""	""	"0"	""	""	""	"304"	""	""	""	""	""	""	""
"276"	"11"	"139A"	""	"5"	""	""	"216"	""	""	"12"	""	""	"33"	""	""	"4"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	""	"3"	""	""	"278"	""	""	"0"	""	""	""	"278"	""	""	""	""	""	""	""
"277"	"12"	"140"	""	"18"	""	""	"175"	""	""	"13"	""	""	"198"	""	""	"6"	""	""	"6"	""	""	"4"	""	""	"4"	""	""	""	"14"	""	""	"438"	""	""	"0"	""	""	""	"438"	""	""	""	""	""	""	""
"278"	"13"	"141"	""	"3"	""	""	"105"	""	""	"20"	""	""	"235"	""	""	"2"	""	""	"2"	""	""	"5"	""	""	"2"	""	""	""	"7"	""	""	"381"	""	""	"0"	""	""	""	"381"	""	""	""	""	""	""	""
"279"	"14"	"142"	""	"7"	""	""	"22"	""	""	"11"	""	""	"188"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	"236"	""	""	"0"	""	""	""	"236"	""	""	""	""	""	""	""
"280"	"Total"	""	""	"90"	""	""	"2636"	""	""	"361"	""	""	"1368"	""	""	"32"	""	""	"28"	""	""	"23"	""	""	"23"	""	""	""	"61"	""	""	"4622"	""	""	"0"	""	""	""	"4622"	""	""	""	""	""	""	""
"281"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"282"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"284"	"1"	"142A"	""	"3"	""	""	"16"	""	""	"8"	""	""	"167"	""	""	"4"	""	""	"4"	""	""	"1"	""	""	""	"1"	""	""	"10"	""	""	"214"	""	""	"0"	""	""	""	"214"	""	""	""	""	""	""	""
"285"	"2"	"143"	""	"9"	""	""	"67"	""	""	"5"	""	""	"194"	""	""	"5"	""	""	"2"	""	""	"3"	""	""	""	"1"	""	""	"3"	""	""	"289"	""	""	"0"	""	""	""	"289"	""	""	""	""	""	""	""
"286"	"3"	"144"	""	"7"	""	""	"182"	""	""	"14"	""	""	"136"	""	""	"2"	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	"347"	""	""	"0"	""	""	""	"347"	""	""	""	""	""	""	""
"287"	"4"	"144A"	""	"5"	""	""	"85"	""	""	"8"	""	""	"129"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"3"	""	""	"236"	""	""	"0"	""	""	""	"236"	""	""	""	""	""	""	""
"288"	"5"	"145"	""	"2"	""	""	"50"	""	""	"3"	""	""	"110"	""	""	"7"	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	"3"	""	""	"178"	""	""	"0"	""	""	""	"178"	""	""	""	""	""	""	""
"289"	"6"	"145A"	""	"2"	""	""	"233"	""	""	"15"	""	""	"110"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	""	"368"	""	""	"0"	""	""	""	"368"	""	""	""	""	""	""	""
"290"	"7"	"146"	""	"9"	""	""	"127"	""	""	"16"	""	""	"70"	""	""	"5"	""	""	"7"	""	""	"2"	""	""	""	"2"	""	""	"5"	""	""	"243"	""	""	"0"	""	""	""	"243"	""	""	""	""	""	""	""
"291"	"8"	"146A"	""	"6"	""	""	"191"	""	""	"47"	""	""	"60"	""	""	"4"	""	""	"1"	""	""	"5"	""	""	""	"1"	""	""	"4"	""	""	"319"	""	""	"0"	""	""	""	"319"	""	""	""	""	""	""	""
