"Total.No..of.Electors.in.Assembly.Constituency.Segment"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"322"	"162"	"30"	""	"307"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	"6"	"0"	"1"	"2"	""	"349"	"0"	"349"	""
"323"	"163"	"69"	""	"398"	""	"10"	""	"23"	""	"51"	""	"6"	""	"2"	"16"	"2"	"3"	"9"	""	"589"	"0"	"589"	""
"324"	"164"	"287"	""	"181"	""	"11"	""	"5"	""	"3"	""	"8"	""	"1"	"3"	"5"	"6"	"9"	""	"519"	"0"	"519"	""
"325"	"165"	"391"	""	"55"	""	"10"	""	"50"	""	"0"	""	"3"	""	"3"	"1"	"2"	"2"	"17"	""	"534"	"0"	"534"	""
"326"	"166"	"3"	""	"23"	""	"0"	""	"245"	""	"2"	""	"0"	""	"4"	"0"	"2"	"0"	"0"	""	"279"	"0"	"279"	""
"327"	"166A"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	""
"328"	"167"	"40"	""	"330"	""	"0"	""	"38"	""	"3"	""	"6"	""	"1"	"12"	"3"	"2"	"4"	""	"439"	"0"	"439"	""
"329"	"168"	"34"	""	"317"	""	"1"	""	"1"	""	"6"	""	"2"	""	"0"	"0"	"0"	"0"	"1"	""	"362"	"0"	"362"	""
"330"	"168A"	"5"	""	"298"	""	"0"	""	"5"	""	"0"	""	"0"	""	"0"	"0"	"0"	"0"	"0"	""	"308"	"0"	"308"	""
"331"	"169"	"69"	""	"192"	""	"13"	""	"2"	""	"6"	""	"9"	""	"1"	"5"	"1"	"4"	"14"	""	"316"	"0"	"316"	""
"332"	"169A"	"25"	""	"570"	""	"3"	""	"2"	""	"14"	""	"16"	""	"2"	"14"	"1"	"3"	"0"	""	"650"	"0"	"650"	""
"333"	"170"	"55"	""	"294"	""	"2"	""	"3"	""	"2"	""	"3"	""	"0"	"5"	"1"	"1"	"1"	""	"367"	"0"	"367"	""
"334"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"TOTAL"	"17701"	""	"50037"	""	"901"	""	"1913"	""	"903"	""	"932"	""	"331"	"2349"	"402"	"538"	"1052"	""	"77059"	"0"	"77059"	""
"336"	"ROUND:- 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                              TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"338"	""	"DHANRAJ SINGH"	""	"DR. MONAZIR HASSAN"	""	"RANDHIR SINGH"	""	"SANJAY YADAV"	""	"RAMDEO SINGH YADAV"	""	"LOK NATH KUSHWAHA"	""	"ASHOK KUMAR PODDAR"	"CHAND SHEKHAR"	"DEVAN YADAV"	"PRAKASH PASWAN"	"BABULAL PASWAN"	""	"OF VALID VOTES"	""	""	""
"339"	"1"	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	"9"	"10"	"11"	"12"	""	"13"	"14"	"15"	"16"
"340"	"B/F"	"17701"	""	"50037"	""	"901"	""	"1913"	""	"903"	""	"932"	""	"331"	"2349"	"402"	"538"	"1052"	""	"77059"	"0"	"77059"	""
"341"	"170A"	"37"	""	"296"	""	"3"	""	"2"	""	"3"	""	"5"	""	"2"	"2"	"2"	"1"	"2"	""	"355"	""	"355"	""
"342"	"171"	"65"	""	"425"	""	"4"	""	"24"	""	"42"	""	"4"	""	"5"	"30"	"2"	"1"	"1"	""	"603"	""	"603"	""
"343"	"172"	"26"	""	"262"	""	"7"	""	"10"	""	"6"	""	"8"	""	"2"	"39"	"2"	"4"	"10"	""	"376"	""	"376"	""
"344"	"172A"	"78"	""	"180"	""	"3"	""	"26"	""	"8"	""	"4"	""	"4"	"19"	"3"	"5"	"4"	""	"334"	""	"334"	""
"345"	"173"	"62"	""	"307"	""	"5"	""	"34"	""	"88"	""	"1"	""	"2"	"4"	"7"	"2"	"5"	""	"517"	""	"517"	""
"346"	"174"	"73"	""	"231"	""	"2"	""	"50"	""	"12"	""	"6"	""	"2"	"7"	"2"	"0"	"7"	""	"392"	""	"392"	""
"347"	"174A"	"283"	""	"70"	""	"0"	""	"22"	""	"33"	""	"0"	""	"2"	"2"	"0"	"0"	"0"	""	"412"	""	"412"	""
"348"	"175"	"15"	""	"145"	""	"2"	""	"2"	""	"4"	""	"5"	""	"1"	"3"	"1"	"0"	"2"	""	"180"	""	"180"	""
"349"	"176"	"8"	""	"88"	""	"1"	""	"16"	""	"6"	""	"1"	""	"0"	"0"	"0"	"1"	"0"	""	"121"	""	"121"	""
"350"	"176A"	"40"	""	"296"	""	"17"	""	"37"	""	"1"	""	"5"	""	"4"	"16"	"2"	"3"	"3"	""	"424"	""	"424"	""
"351"	"177"	"82"	""	"321"	""	"4"	""	"7"	""	"3"	""	"8"	""	"1"	"4"	"2"	"1"	"4"	""	"437"	""	"437"	""
"352"	"178"	"43"	""	"398"	""	"11"	""	"48"	""	"9"	""	"13"	""	"6"	"20"	"0"	"1"	"4"	""	"553"	""	"553"	""
"353"	"179"	"88"	""	"247"	""	"3"	""	"5"	""	"8"	""	"5"	""	"3"	"5"	"3"	"3"	"4"	""	"374"	""	"374"	""
"354"	"180"	"103"	""	"407"	""	"10"	""	"4"	""	"2"	""	"6"	""	"2"	"9"	"0"	"2"	"5"	""	"550"	""	"550"	""
"355"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""
"356"	"TOTAL"	"18704"	""	"53710"	""	"973"	""	"2200"	""	"1128"	""	"1003"	""	"367"	"2509"	"428"	"562"	"1103"	""	"82687"	"0"	"82687"	""
"357"	"ROUND:- 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                              TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"359"	""	"DHANRAJ SINGH"	""	"DR. MONAZIR HASSAN"	""	"RANDHIR SINGH"	""	"SANJAY YADAV"	""	"RAMDEO SINGH YADAV"	""	"LOK NATH KUSHWAHA"	""	"ASHOK KUMAR PODDAR"	"CHAND SHEKHAR"	"DEVAN YADAV"	"PRAKASH PASWAN"	"BABULAL PASWAN"	""	"OF VALID VOTES"	""	""	""
"360"	"1"	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	"9"	"10"	"11"	"12"	""	"13"	"14"	"15"	"16"
"361"	"B/F"	"18704"	""	"53710"	""	"973"	""	"2200"	""	"1128"	""	"1003"	""	"367"	"2509"	"428"	"562"	"1103"	""	"82687"	"0"	"82687"	""
"362"	"181"	"208"	""	"558"	""	"8"	""	"26"	""	"28"	""	"12"	""	"3"	"5"	"11"	"17"	"6"	""	"882"	""	"882"	""
"363"	"182"	"79"	""	"66"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	"2"	"0"	"4"	"8"	""	"160"	""	"160"	""
"364"	"182A"	"151"	""	"189"	""	"3"	""	"6"	""	"6"	""	"3"	""	"1"	"3"	"7"	"4"	"13"	""	"386"	""	"386"	""
"365"	"183"	"180"	""	"128"	""	"3"	""	"16"	""	"25"	""	"7"	""	"4"	"13"	"2"	"1"	"5"	""	"384"	""	"384"	""
"366"	"184"	"37"	""	"203"	""	"3"	""	"1"	""	"4"	""	"2"	""	"1"	"6"	"0"	"2"	"8"	""	"267"	""	"267"	""
"367"	"185"	"23"	""	"338"	""	"1"	""	"1"	""	"7"	""	"5"	""	"3"	"3"	"0"	"6"	"10"	""	"397"	""	"397"	""
"368"	"185A"	"24"	""	"170"	""	"7"	""	"2"	""	"2"	""	"3"	""	"1"	"2"	"3"	"7"	"16"	""	"237"	""	"237"	""
"369"	"186"	"181"	""	"32"	""	"1"	""	"73"	""	"2"	""	"2"	""	"5"	"3"	"5"	"3"	"8"	""	"315"	""	"315"	""
"370"	"187"	"85"	""	"464"	""	"2"	""	"9"	""	"1"	""	"2"	""	"4"	"5"	"0"	"3"	"1"	""	"576"	""	"576"	""
"371"	"188"	"98"	""	"495"	""	"0"	""	"24"	""	"4"	""	"2"	""	"0"	"1"	"1"	"2"	"0"	""	"627"	""	"627"	""
"372"	"189"	"50"	""	"260"	""	"6"	""	"108"	""	"5"	""	"8"	""	"6"	"3"	"2"	"9"	"8"	""	"465"	""	"465"	""
"373"	"190"	"60"	""	"294"	""	"3"	""	"8"	""	"14"	""	"6"	""	"7"	"16"	"1"	"6"	"8"	""	"423"	""	"423"	""
"374"	"191"	"186"	""	"38"	""	"2"	""	"12"	""	"18"	""	"1"	""	"2"	"3"	"0"	"1"	"4"	""	"267"	""	"267"	""
"375"	"192"	"21"	""	"448"	""	"5"	""	"7"	""	"1"	""	"12"	""	"1"	"9"	"1"	"6"	"8"	""	"519"	"0"	"519"	""
"376"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"TOTAL"	"20087"	""	"57393"	""	"1017"	""	"2493"	""	"1245"	""	"1068"	""	"406"	"2583"	"461"	"633"	"1206"	""	"88592"	"0"	"88592"	""
"378"	"ROUND:- 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"380"	""	"DHANRAJ SINGH"	""	"DR. MONAZIR HASSAN"	""	"RANDHIR SINGH"	""	"SANJAY YADAV"	""	"RAMDEO SINGH YADAV"	""	"LOK NATH KUSHWAHA"	""	"ASHOK KUMAR PODDAR"	"CHAND SHEKHAR"	"DEVAN YADAV"	"PRAKASH PASWAN"	"BABULAL PASWAN"	""	"OF VALID VOTES"	""	""	""
"381"	"1"	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	"9"	"10"	"11"	"12"	""	"13"	"14"	"15"	"16"
"382"	"B/F"	"20087"	""	"57393"	""	"1017"	""	"2493"	""	"1245"	""	"1068"	""	"406"	"2583"	"461"	"633"	"1206"	""	"88592"	"0"	"88592"	""
"383"	"193"	"48"	""	"276"	""	"3"	""	"1"	""	"1"	""	"4"	""	"2"	"1"	"0"	"1"	"1"	""	"338"	""	"338"	""
"384"	"194"	"30"	""	"147"	""	"3"	""	"87"	""	"26"	""	"8"	""	"4"	"4"	"3"	"5"	"3"	""	"320"	""	"320"	""
"385"	"195"	"129"	""	"303"	""	"2"	""	"32"	""	"2"	""	"7"	""	"2"	"8"	"1"	"2"	"2"	""	"490"	""	"490"	""
"386"	"196"	"430"	""	"59"	""	"1"	""	"0"	""	"47"	""	"1"	""	"0"	"3"	"0"	"0"	"5"	""	"546"	""	"546"	""
"387"	"197"	"27"	""	"225"	""	"3"	""	"0"	""	"0"	""	"0"	""	"2"	"6"	"0"	"2"	"1"	""	"266"	""	"266"	""
"388"	"198"	"128"	""	"119"	""	"0"	""	"3"	""	"0"	""	"2"	""	"0"	"23"	"1"	"1"	"0"	""	"277"	""	"277"	""
"389"	"199"	"121"	""	"29"	""	"0"	""	"75"	""	"28"	""	"0"	""	"1"	"1"	"3"	"2"	"5"	""	"265"	""	"265"	""
"390"	"199A"	"391"	""	"25"	""	"1"	""	"1"	""	"15"	""	"0"	""	"0"	"1"	"0"	"0"	"0"	""	"434"	""	"434"	""
"391"	"200"	"37"	""	"229"	""	"2"	""	"6"	""	"1"	""	"6"	""	"0"	"2"	"0"	"1"	"3"	""	"287"	""	"287"	""
"392"	"201"	"31"	""	"566"	""	"6"	""	"6"	""	"1"	""	"4"	""	"0"	"0"	"0"	"4"	"4"	""	"622"	""	"622"	""
"393"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"TOTAL"	"21459"	""	"59371"	""	"1038"	""	"2704"	""	"1366"	""	"1100"	""	"417"	"2632"	"469"	"651"	"1230"	""	"92437"	"0"	"92437"	""
"395"	"Postal Ballot"	"4"	""	"10"	""	"0"	""	"0"	""	"0"	""	"0"	""	""	""	""	"2"	"0"	""	"16"	"1"	"17"	""
"396"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	"Grand Total:"	"21463"	""	"59381"	""	"1038"	""	"2704"	""	"1366"	""	"1100"	""	"417"	"2632"	"469"	"653"	"1230"	""	"92453"	"1"	"92454"	""
"398"	"ROUND:-18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
