"260"	"116"	""	"13"	"53"	"8"	""	"71"	""	"169"	""	"4"	""	"6"	""	"4"	""	"3"	""	"7"	""	"5"	""	"343"	""	""	"0"	""	""	"343"	""	""	"0"	""	""	""	""
"261"	"117"	""	"8"	"102"	"48"	""	"100"	""	"22"	""	"4"	""	"4"	""	"4"	""	"8"	""	"6"	""	"7"	""	"313"	""	""	"0"	""	""	"313"	""	""	"0"	""	""	""	""
"262"	"118"	""	"8"	"151"	"15"	""	"53"	""	"164"	""	"17"	""	"4"	""	"10"	""	"14"	""	"7"	""	"16"	""	"459"	""	""	"0"	""	""	"459"	""	""	"0"	""	""	""	""
"263"	"119"	""	"4"	"24"	"4"	""	"159"	""	"10"	""	"3"	""	"0"	""	"1"	""	"2"	""	"3"	""	"9"	""	"219"	""	""	"0"	""	""	"219"	""	""	"0"	""	""	""	""
"264"	"120"	""	"3"	"0"	"13"	""	"121"	""	"3"	""	"1"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	""	"146"	""	""	"0"	""	""	"146"	""	""	"0"	""	""	""	""
"265"	"121"	""	"1"	"2"	"3"	""	"158"	""	"108"	""	"7"	""	"2"	""	"0"	""	"0"	""	"3"	""	"0"	""	"284"	""	""	"0"	""	""	"284"	""	""	"0"	""	""	""	""
"266"	"Total"	""	"145"	"575"	"506"	""	"1645"	""	"1489"	""	"95"	""	"60"	""	"52"	""	"66"	""	"52"	""	"105"	""	"4790"	""	""	"0"	""	""	"4790"	""	""	"0"	""	""	""	""
"267"	"Till last Round"	""	"1478"	"6822"	"3458"	""	"10692"	""	"18226"	""	"881"	""	"534"	""	"512"	""	"492"	""	"532"	""	"1124"	""	"44751"	""	""	"0"	""	""	"44751"	""	""	"0"	""	""	""	""
"268"	"Grand Total"	""	"1623"	"7397"	"3964"	""	"12337"	""	"19715"	""	"976"	""	"594"	""	"564"	""	"558"	""	"584"	""	"1229"	""	"49541"	""	""	"0"	""	""	"49541"	""	""	"0"	""	""	""	""
"269"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"ROUND - 10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"277"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"278"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"122"	""	"3"	"33"	"35"	""	"45"	""	"69"	""	"5"	""	"2"	""	"2"	""	"2"	""	"1"	""	"5"	""	"202"	""	""	"0"	""	""	"202"	""	""	"0"	""	""	""	""
"280"	"123"	""	"6"	"2"	"14"	""	"93"	""	"73"	""	"10"	""	"3"	""	"3"	""	"0"	""	"4"	""	"11"	""	"219"	""	""	"0"	""	""	"219"	""	""	"0"	""	""	""	""
"281"	"124"	""	"2"	"2"	"11"	""	"46"	""	"137"	""	"7"	""	"1"	""	"0"	""	"3"	""	"0"	""	"1"	""	"210"	""	""	"0"	""	""	"210"	""	""	"0"	""	""	""	""
"282"	"125"	""	"2"	"3"	"7"	""	"11"	""	"69"	""	"2"	""	"1"	""	"0"	""	"2"	""	"0"	""	"3"	""	"100"	""	""	"0"	""	""	"100"	""	""	"0"	""	""	""	""
"283"	"125A"	""	"3"	"1"	"0"	""	"35"	""	"78"	""	"3"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"122"	""	""	"0"	""	""	"122"	""	""	"0"	""	""	""	""
"284"	"126"	""	"2"	"2"	"1"	""	"95"	""	"66"	""	"1"	""	"0"	""	"3"	""	"2"	""	"0"	""	"10"	""	"182"	""	""	"0"	""	""	"182"	""	""	"0"	""	""	""	""
"285"	"126A"	""	"12"	"17"	"3"	""	"90"	""	"30"	""	"14"	""	"5"	""	"8"	""	"3"	""	"7"	""	"9"	""	"198"	""	""	"0"	""	""	"198"	""	""	"0"	""	""	""	""
"286"	"127"	""	"2"	"0"	"3"	""	"108"	""	"188"	""	"5"	""	"3"	""	"0"	""	"2"	""	"0"	""	"1"	""	"312"	""	""	"0"	""	""	"312"	""	""	"0"	""	""	""	""
"287"	"128"	""	"34"	"13"	"13"	""	"190"	""	"129"	""	"6"	""	"2"	""	"12"	""	"4"	""	"3"	""	"13"	""	"419"	""	""	"0"	""	""	"419"	""	""	"0"	""	""	""	""
"288"	"129"	""	"9"	"3"	"7"	""	"66"	""	"225"	""	"19"	""	"1"	""	"2"	""	"2"	""	"8"	""	"20"	""	"362"	""	""	"0"	""	""	"362"	""	""	"0"	""	""	""	""
"289"	"130"	""	"80"	"27"	"8"	""	"69"	""	"117"	""	"9"	""	"8"	""	"6"	""	"2"	""	"5"	""	"6"	""	"337"	""	""	"0"	""	""	"337"	""	""	"0"	""	""	""	""
"290"	"131"	""	"10"	"24"	"8"	""	"107"	""	"314"	""	"13"	""	"7"	""	"3"	""	"3"	""	"5"	""	"5"	""	"499"	""	""	"0"	""	""	"499"	""	""	"0"	""	""	""	""
"291"	"132"	""	"21"	"25"	"20"	""	"131"	""	"123"	""	"3"	""	"2"	""	"0"	""	"7"	""	"2"	""	"3"	""	"337"	""	""	"0"	""	""	"337"	""	""	"0"	""	""	""	""
"292"	"133"	""	"9"	"36"	"87"	""	"201"	""	"69"	""	"5"	""	"3"	""	"0"	""	"2"	""	"2"	""	"3"	""	"417"	""	""	"0"	""	""	"417"	""	""	"0"	""	""	""	""
"293"	"Total"	""	"195"	"188"	"217"	""	"1287"	""	"1687"	""	"102"	""	"39"	""	"39"	""	"34"	""	"37"	""	"91"	""	"3916"	""	""	"0"	""	""	"3916"	""	""	"0"	""	""	""	""
"294"	"Till last Round"	""	"1623"	"7397"	"3964"	""	"12337"	""	"19715"	""	"976"	""	"594"	""	"564"	""	"558"	""	"584"	""	"1229"	""	"49541"	""	""	"0"	""	""	"49541"	""	""	"0"	""	""	""	""
"295"	"Grand Total"	""	"1818"	"7585"	"4181"	""	"13624"	""	"21402"	""	"1078"	""	"633"	""	"603"	""	"592"	""	"621"	""	"1320"	""	"53457"	""	""	"0"	""	""	"53457"	""	""	"0"	""	""	""	""
"296"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"298"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"ROUND - 11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"305"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	"134"	""	"5"	"87"	"16"	""	"30"	""	"160"	""	"4"	""	"2"	""	"1"	""	"2"	""	"3"	""	"3"	""	"313"	""	""	"0"	""	""	"313"	""	""	"0"	""	""	""	""
"307"	"135"	""	"15"	"5"	"5"	""	"29"	""	"199"	""	"16"	""	"5"	""	"1"	""	"1"	""	"4"	""	"8"	""	"288"	""	""	"0"	""	""	"288"	""	""	"0"	""	""	""	""
"308"	"136"	""	"5"	"59"	"17"	""	"99"	""	"129"	""	"11"	""	"6"	""	"7"	""	"6"	""	"7"	""	"5"	""	"351"	""	""	"0"	""	""	"351"	""	""	"0"	""	""	""	""
"309"	"137"	""	"2"	"9"	"2"	""	"17"	""	"178"	""	"4"	""	"7"	""	"3"	""	"3"	""	"1"	""	"12"	""	"238"	""	""	"0"	""	""	"238"	""	""	"0"	""	""	""	""
"310"	"138"	""	"2"	"6"	"3"	""	"63"	""	"62"	""	"2"	""	"2"	""	"1"	""	"2"	""	"1"	""	"4"	""	"148"	""	""	"0"	""	""	"148"	""	""	"0"	""	""	""	""
"311"	"139"	""	"5"	"2"	"13"	""	"123"	""	"92"	""	"1"	""	"2"	""	"1"	""	"0"	""	"2"	""	"7"	""	"248"	""	""	"0"	""	""	"248"	""	""	"0"	""	""	""	""
"312"	"140"	""	"5"	"0"	"20"	""	"62"	""	"47"	""	"2"	""	"1"	""	"2"	""	"1"	""	"4"	""	"3"	""	"147"	""	""	"0"	""	""	"147"	""	""	"0"	""	""	""	""
"313"	"141"	""	"30"	"17"	"104"	""	"70"	""	"40"	""	"2"	""	"5"	""	"3"	""	"7"	""	"2"	""	"14"	""	"294"	""	""	"0"	""	""	"294"	""	""	"0"	""	""	""	""
"314"	"142"	""	"8"	"31"	"32"	""	"43"	""	"116"	""	"5"	""	"1"	""	"4"	""	"2"	""	"2"	""	"13"	""	"257"	""	""	"0"	""	""	"257"	""	""	"0"	""	""	""	""
"315"	"143"	""	"8"	"17"	"5"	""	"19"	""	"249"	""	"8"	""	"4"	""	"0"	""	"6"	""	"4"	""	"18"	""	"338"	""	""	"0"	""	""	"338"	""	""	"0"	""	""	""	""
"316"	"143A"	""	"6"	"89"	"5"	""	"65"	""	"59"	""	"4"	""	"5"	""	"2"	""	"11"	""	"8"	""	"10"	""	"264"	""	""	"0"	""	""	"264"	""	""	"0"	""	""	""	""
"317"	"144"	""	"5"	"5"	"3"	""	"7"	""	"276"	""	"12"	""	"5"	""	"2"	""	"2"	""	"1"	""	"10"	""	"328"	""	""	"0"	""	""	"328"	""	""	"0"	""	""	""	""
"318"	"145"	""	"45"	"8"	"25"	""	"99"	""	"123"	""	"7"	""	"6"	""	"7"	""	"0"	""	"3"	""	"12"	""	"335"	""	""	"0"	""	""	"335"	""	""	"0"	""	""	""	""
"319"	"146"	""	"13"	"24"	"11"	""	"193"	""	"39"	""	"10"	""	"8"	""	"6"	""	"7"	""	"5"	""	"11"	""	"327"	""	""	"0"	""	""	"327"	""	""	"0"	""	""	""	""
"320"	"Total"	""	"154"	"359"	"261"	""	"919"	""	"1769"	""	"88"	""	"59"	""	"40"	""	"50"	""	"47"	""	"130"	""	"3876"	""	""	"0"	""	""	"3876"	""	""	"0"	""	""	""	""
"321"	"Till last Round"	""	"1818"	"7585"	"4181"	""	"13624"	""	"21402"	""	"1078"	""	"633"	""	"603"	""	"592"	""	"621"	""	"1320"	""	"53457"	""	""	"0"	""	""	"53457"	""	""	"0"	""	""	""	""
"322"	"Grand Total"	""	"1972"	"7944"	"4442"	""	"14543"	""	"23171"	""	"1166"	""	"692"	""	"643"	""	"642"	""	"668"	""	"1450"	""	"57333"	""	""	"0"	""	""	"57333"	""	""	"0"	""	""	""	""
"323"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"ROUND - 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"332"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	"147"	""	"44"	"7"	"96"	""	"29"	""	"87"	""	"9"	""	"5"	""	"4"	""	"9"	""	"2"	""	"13"	""	"305"	""	""	"0"	""	""	"305"	""	""	"0"	""	""	""	""
"334"	"147A"	""	"2"	"8"	"55"	""	"24"	""	"103"	""	"3"	""	"1"	""	"1"	""	"9"	""	"1"	""	"4"	""	"211"	""	""	"0"	""	""	"211"	""	""	"0"	""	""	""	""
"335"	"148"	""	"9"	"116"	"15"	""	"237"	""	"24"	""	"5"	""	"3"	""	"3"	""	"8"	""	"9"	""	"6"	""	"435"	""	""	"0"	""	""	"435"	""	""	"0"	""	""	""	""
"336"	"149"	""	"1"	"4"	"16"	""	"73"	""	"19"	""	"1"	""	"4"	""	"2"	""	"5"	""	"0"	""	"1"	""	"126"	""	""	"0"	""	""	"126"	""	""	"0"	""	""	""	""
"337"	"150"	""	"4"	"60"	"12"	""	"29"	""	"168"	""	"7"	""	"4"	""	"2"	""	"5"	""	"3"	""	"9"	""	"303"	""	""	"0"	""	""	"303"	""	""	"0"	""	""	""	""
"338"	"151"	""	"5"	"7"	"8"	""	"114"	""	"123"	""	"17"	""	"7"	""	"4"	""	"4"	""	"5"	""	"14"	""	"308"	""	""	"0"	""	""	"308"	""	""	"0"	""	""	""	""
"339"	"152"	""	"2"	"0"	"6"	""	"16"	""	"88"	""	"5"	""	"3"	""	"1"	""	"0"	""	"3"	""	"5"	""	"129"	""	""	"0"	""	""	"129"	""	""	"0"	""	""	""	""
"340"	"153"	""	"3"	"9"	"8"	""	"79"	""	"73"	""	"4"	""	"6"	""	"6"	""	"1"	""	"3"	""	"16"	""	"208"	""	""	"0"	""	""	"208"	""	""	"0"	""	""	""	""
"341"	"154"	""	"7"	"22"	"1"	""	"11"	""	"144"	""	"10"	""	"2"	""	"2"	""	"1"	""	"2"	""	"8"	""	"210"	""	""	"0"	""	""	"210"	""	""	"0"	""	""	""	""
"342"	"155"	""	"5"	"7"	"20"	""	"19"	""	"432"	""	"10"	""	"6"	""	"4"	""	"11"	""	"2"	""	"9"	""	"525"	""	""	"0"	""	""	"525"	""	""	"0"	""	""	""	""
"343"	"156"	""	"3"	"37"	"10"	""	"29"	""	"143"	""	"6"	""	"8"	""	"2"	""	"6"	""	"3"	""	"7"	""	"254"	""	""	"0"	""	""	"254"	""	""	"0"	""	""	""	""
"344"	"157"	""	"6"	"80"	"7"	""	"23"	""	"140"	""	"7"	""	"1"	""	"3"	""	"5"	""	"10"	""	"9"	""	"291"	""	""	"0"	""	""	"291"	""	""	"0"	""	""	""	""
"345"	"158"	""	"5"	"85"	"4"	""	"13"	""	"179"	""	"5"	""	"2"	""	"2"	""	"3"	""	"6"	""	"11"	""	"315"	""	""	"0"	""	""	"315"	""	""	"0"	""	""	""	""
"346"	"159"	""	"23"	"14"	"19"	""	"69"	""	"111"	""	"20"	""	"3"	""	"2"	""	"2"	""	"3"	""	"8"	""	"274"	""	""	"0"	""	""	"274"	""	""	"0"	""	""	""	""
"347"	"Total"	""	"119"	"456"	"277"	""	"765"	""	"1834"	""	"109"	""	"55"	""	"38"	""	"69"	""	"52"	""	"120"	""	"3894"	""	""	"0"	""	""	"3894"	""	""	"0"	""	""	""	""
"348"	"Till last Round"	""	"1972"	"7944"	"4442"	""	"14543"	""	"23171"	""	"1166"	""	"692"	""	"643"	""	"642"	""	"668"	""	"1450"	""	"57333"	""	""	"0"	""	""	"57333"	""	""	"0"	""	""	""	""
"349"	"Grand Total"	""	"2091"	"8400"	"4719"	""	"15308"	""	"25005"	""	"1275"	""	"747"	""	"681"	""	"711"	""	"720"	""	"1570"	""	"61227"	""	""	"0"	""	""	"61227"	""	""	"0"	""	""	""	""
"350"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"ROUND - 13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"359"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"160"	""	"4"	"3"	"2"	""	"15"	""	"236"	""	"7"	""	"2"	""	"0"	""	"2"	""	"1"	""	"3"	""	"275"	""	""	"0"	""	""	"275"	""	""	"0"	""	""	""	""
"361"	"161"	""	"3"	"0"	"10"	""	"17"	""	"278"	""	"4"	""	"2"	""	"3"	""	"2"	""	"0"	""	"3"	""	"322"	""	""	"0"	""	""	"322"	""	""	"0"	""	""	""	""
"362"	"162"	""	"44"	"24"	"24"	""	"13"	""	"162"	""	"8"	""	"11"	""	"4"	""	"5"	""	"4"	""	"5"	""	"304"	""	""	"0"	""	""	"304"	""	""	"0"	""	""	""	""
"363"	"163"	""	"13"	"33"	"54"	""	"46"	""	"136"	""	"3"	""	"10"	""	"6"	""	"13"	""	"11"	""	"19"	""	"344"	""	""	"0"	""	""	"344"	""	""	"0"	""	""	""	""
"364"	"164"	""	"2"	"9"	"17"	""	"65"	""	"173"	""	"13"	""	"2"	""	"4"	""	"6"	""	"5"	""	"11"	""	"307"	""	""	"0"	""	""	"307"	""	""	"0"	""	""	""	""
"365"	"165"	""	"15"	"19"	"7"	""	"174"	""	"43"	""	"7"	""	"7"	""	"10"	""	"7"	""	"5"	""	"13"	""	"307"	""	""	"0"	""	""	"307"	""	""	"0"	""	""	""	""
"366"	"166"	""	"1"	"4"	"5"	""	"31"	""	"98"	""	"3"	""	"1"	""	"2"	""	"1"	""	"0"	""	"4"	""	"150"	""	""	"0"	""	""	"150"	""	""	"0"	""	""	""	""
"367"	"167"	""	"6"	"6"	"41"	""	"35"	""	"186"	""	"8"	""	"4"	""	"2"	""	"4"	""	"8"	""	"6"	""	"306"	""	""	"0"	""	""	"306"	""	""	"0"	""	""	""	""
"368"	"168"	""	"13"	"81"	"18"	""	"33"	""	"149"	""	"9"	""	"11"	""	"8"	""	"1"	""	"3"	""	"20"	""	"346"	""	""	"0"	""	""	"346"	""	""	"0"	""	""	""	""
"369"	"169"	""	"3"	"6"	"54"	""	"15"	""	"230"	""	"5"	""	"6"	""	"2"	""	"6"	""	"1"	""	"8"	""	"336"	""	""	"0"	""	""	"336"	""	""	"0"	""	""	""	""
"370"	"170"	""	"5"	"29"	"5"	""	"10"	""	"388"	""	"7"	""	"4"	""	"2"	""	"0"	""	"1"	""	"4"	""	"455"	""	""	"0"	""	""	"455"	""	""	"0"	""	""	""	""
"371"	"171"	""	"51"	"15"	"66"	""	"107"	""	"172"	""	"7"	""	"5"	""	"6"	""	"4"	""	"6"	""	"8"	""	"447"	""	""	"0"	""	""	"447"	""	""	"0"	""	""	""	""
"372"	"172"	""	"10"	"6"	"5"	""	"211"	""	"18"	""	"6"	""	"2"	""	"7"	""	"3"	""	"1"	""	"6"	""	"275"	""	""	"0"	""	""	"275"	""	""	"0"	""	""	""	""
"373"	"173"	""	"15"	"4"	"8"	""	"266"	""	"30"	""	"6"	""	"3"	""	"8"	""	"6"	""	"3"	""	"7"	""	"356"	""	""	"0"	""	""	"356"	""	""	"0"	""	""	""	""
"374"	"Total"	""	"185"	"239"	"316"	""	"1038"	""	"2299"	""	"93"	""	"70"	""	"64"	""	"60"	""	"49"	""	"117"	""	"4530"	""	""	"0"	""	""	"4530"	""	""	"0"	""	""	""	""
"375"	"Till last Round"	""	"2091"	"8400"	"4719"	""	"15308"	""	"25005"	""	"1275"	""	"747"	""	"681"	""	"711"	""	"720"	""	"1570"	""	"61227"	""	""	"0"	""	""	"61227"	""	""	"0"	""	""	""	""
"376"	"Grand Total"	""	"2276"	"8639"	"5035"	""	"16346"	""	"27304"	""	"1368"	""	"817"	""	"745"	""	"771"	""	"769"	""	"1687"	""	"65757"	""	""	"0"	""	""	"65757"	""	""	"0"	""	""	""	""
"377"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"ROUND - 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
