"X..FORM.20...FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.194.BIKRAM.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of"	""	""	"No. of"	""	""	""	""	"No. of tendered"	""	""	""	""	""	""
"3"	"Serial no. of"	""	"ANIL"	""	""	"DEVI DAYAL"	""	""	"SHAILESH"	""	""	""	"SHYAM DEO"	""	""	"JITENDRA"	""	""	"ANIL"	""	""	"DAMYANTI"	""	""	""	"BHUSHAN"	""	""	"MUNNA"	""	""	""	""	"RAGHUNANDAN"	""	""	"RAMESH"	""	""	""	"Valid Votes"	""	""	"votes"	""	""	""	""	"votes"	""	""	""	""	""	""
"165"	"98"	""	"166"	""	""	"8"	""	""	"183"	""	""	"104"	""	""	""	"2"	""	"3"	""	""	""	"1"	""	""	"9"	""	""	""	"4"	""	""	""	""	"1"	""	""	"9"	""	""	"490"	""	""	""	""	""	""	"490"	""	""	""	""	""	""	""	""
"166"	"99"	""	"180"	""	""	"0"	""	""	"6"	""	""	"111"	""	""	""	"0"	""	"2"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	""	"2"	""	""	"4"	""	""	"305"	""	""	""	""	""	""	"305"	""	""	""	""	""	""	""	""
"167"	"99A"	""	"147"	""	""	"4"	""	""	"95"	""	""	"23"	""	""	""	"1"	""	"2"	""	""	""	"3"	""	""	"9"	""	""	""	"10"	""	""	""	""	"3"	""	""	"9"	""	""	"306"	""	""	""	""	""	""	"306"	""	""	""	""	""	""	""	""
"168"	"100"	""	"87"	""	""	"9"	""	""	"98"	""	""	"128"	""	""	""	"11"	""	"6"	""	""	""	"2"	""	""	"11"	""	""	""	"10"	""	""	""	""	"10"	""	""	"13"	""	""	"385"	""	""	""	""	""	""	"385"	""	""	""	""	""	""	""	""
"169"	"101"	""	"294"	""	""	"1"	""	""	"100"	""	""	"65"	""	""	""	"1"	""	"1"	""	""	""	"0"	""	""	"4"	""	""	""	"3"	""	""	""	""	"3"	""	""	"13"	""	""	"485"	""	""	""	""	""	""	"485"	""	""	""	""	""	""	""	""
"170"	"102"	""	"131"	""	""	"4"	""	""	"55"	""	""	"122"	""	""	""	"2"	""	"1"	""	""	""	"1"	""	""	"5"	""	""	""	"1"	""	""	""	""	"3"	""	""	"5"	""	""	"330"	""	""	""	""	""	""	"330"	""	""	""	""	""	""	""	""
"171"	"103"	""	"99"	""	""	"24"	""	""	"120"	""	""	"113"	""	""	""	"5"	""	"2"	""	""	""	"4"	""	""	"8"	""	""	""	"7"	""	""	""	""	"5"	""	""	"19"	""	""	"406"	""	""	""	""	""	""	"406"	""	""	""	""	""	""	""	""
"172"	"104"	""	"270"	""	""	"16"	""	""	"69"	""	""	"73"	""	""	""	"2"	""	"2"	""	""	""	"1"	""	""	"2"	""	""	""	"5"	""	""	""	""	"1"	""	""	"10"	""	""	"451"	""	""	""	""	""	""	"451"	""	""	""	""	""	""	""	""
"173"	"105"	""	"287"	""	""	"13"	""	""	"14"	""	""	"69"	""	""	""	"1"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"5"	""	""	""	""	"2"	""	""	"6"	""	""	"397"	""	""	""	""	""	""	"397"	""	""	""	""	""	""	""	""
"174"	"106"	""	"281"	""	""	"6"	""	""	"109"	""	""	"212"	""	""	""	"7"	""	"5"	""	""	""	"1"	""	""	"8"	""	""	""	"6"	""	""	""	""	"8"	""	""	"14"	""	""	"657"	""	""	""	""	""	""	"657"	""	""	""	""	""	""	""	""
"175"	"Total"	""	"2582"	""	""	"106"	""	""	"1456"	""	""	"1185"	""	""	""	"38"	""	"27"	""	""	""	"23"	""	""	"72"	""	""	""	"68"	""	""	""	""	"51"	""	""	"132"	""	""	"5740"	""	""	""	""	""	""	"5740"	""	"0"	""	""	""	""	""	""
"176"	"Till Last Round"	""	"18272"	""	""	"951"	""	""	"5959"	""	""	"9552"	""	""	""	"846"	""	"180"	""	""	""	"140"	""	""	"429"	""	""	""	"385"	""	""	""	""	"336"	""	""	"1387"	""	""	"38437"	""	""	""	"0"	""	""	"38437"	""	"0"	""	""	""	""	""	""
"177"	"Grand Total"	""	"20854"	""	""	"1057"	""	""	"7415"	""	""	"10737"	""	""	""	"884"	""	"207"	""	""	""	"163"	""	""	"501"	""	""	""	"453"	""	""	""	""	"387"	""	""	"1519"	""	""	"44177"	""	""	""	"0"	""	""	"44177"	""	"0"	""	""	""	""	""	""
"178"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-9
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"182"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	"ANIL KUMAR"	""	""	""	"DAMYANTI DEVI"	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	""	""	"RAGHUNANDAN PRASAD"	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"183"	"107"	""	"81"	""	""	"0"	""	""	"15"	""	""	"146"	""	""	""	"4"	""	"0"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	"248"	""	""	""	""	""	""	"248"	""	""	""	""	""	""	""	""
"184"	"108"	""	"185"	""	""	"4"	""	""	"61"	""	""	"79"	""	""	""	"0"	""	"0"	""	""	""	"1"	""	""	"1"	""	""	""	"3"	""	""	""	""	"0"	""	""	"3"	""	""	"337"	""	""	""	""	""	""	"337"	""	""	""	""	""	""	""	""
"185"	"109"	""	"28"	""	""	"3"	""	""	"109"	""	""	"288"	""	""	""	"15"	""	"2"	""	""	""	"2"	""	""	"4"	""	""	""	"2"	""	""	""	""	"6"	""	""	"3"	""	""	"462"	""	""	""	""	""	""	"462"	""	""	""	""	""	""	""	""
"186"	"110"	""	"98"	""	""	"2"	""	""	"23"	""	""	"282"	""	""	""	"0"	""	"1"	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	"408"	""	""	""	""	""	""	"408"	""	""	""	""	""	""	""	""
"187"	"111"	""	"23"	""	""	"1"	""	""	"104"	""	""	"287"	""	""	""	"25"	""	"5"	""	""	""	"6"	""	""	"7"	""	""	""	"4"	""	""	""	""	"6"	""	""	"9"	""	""	"477"	""	""	""	""	""	""	"477"	""	""	""	""	""	""	""	""
"188"	"112"	""	"118"	""	""	"1"	""	""	"1"	""	""	"141"	""	""	""	"6"	""	"1"	""	""	""	"0"	""	""	"3"	""	""	""	"1"	""	""	""	""	"3"	""	""	"0"	""	""	"275"	""	""	""	""	""	""	"275"	""	""	""	""	""	""	""	""
"189"	"113"	""	"267"	""	""	"5"	""	""	"43"	""	""	"77"	""	""	""	"5"	""	"1"	""	""	""	"0"	""	""	"8"	""	""	""	"3"	""	""	""	""	"5"	""	""	"7"	""	""	"421"	""	""	""	""	""	""	"421"	""	""	""	""	""	""	""	""
"190"	"114"	""	"384"	""	""	"6"	""	""	"27"	""	""	"69"	""	""	""	"1"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	""	""	"0"	""	""	"7"	""	""	"496"	""	""	""	""	""	""	"496"	""	""	""	""	""	""	""	""
"191"	"115"	""	"351"	""	""	"3"	""	""	"21"	""	""	"49"	""	""	""	"0"	""	"2"	""	""	""	"0"	""	""	"8"	""	""	""	"1"	""	""	""	""	"2"	""	""	"16"	""	""	"453"	""	""	""	""	""	""	"453"	""	""	""	""	""	""	""	""
"192"	"116"	""	"4"	""	""	"0"	""	""	"1"	""	""	"281"	""	""	""	"2"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"1"	""	""	"289"	""	""	""	""	""	""	"289"	""	""	""	""	""	""	""	""
"193"	"117"	""	"607"	""	""	"1"	""	""	"36"	""	""	"51"	""	""	""	"0"	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	"4"	""	""	""	""	"4"	""	""	"6"	""	""	"711"	""	""	""	""	""	""	"711"	""	""	""	""	""	""	""	""
"194"	"118"	""	"210"	""	""	"36"	""	""	"144"	""	""	"62"	""	""	""	"6"	""	"4"	""	""	""	"4"	""	""	"16"	""	""	""	"12"	""	""	""	""	"6"	""	""	"16"	""	""	"516"	""	""	""	""	""	""	"516"	""	""	""	""	""	""	""	""
"195"	"119"	""	"52"	""	""	"0"	""	""	"41"	""	""	"122"	""	""	""	"2"	""	"1"	""	""	""	"1"	""	""	"7"	""	""	""	"3"	""	""	""	""	"2"	""	""	"11"	""	""	"242"	""	""	""	""	""	""	"242"	""	""	""	""	""	""	""	""
"196"	"120"	""	"76"	""	""	"16"	""	""	"25"	""	""	"53"	""	""	""	"3"	""	"1"	""	""	""	"0"	""	""	"5"	""	""	""	"1"	""	""	""	""	"1"	""	""	"7"	""	""	"188"	""	""	""	""	""	""	"188"	""	""	""	""	""	""	""	""
"197"	"Total"	""	"2484"	""	""	"78"	""	""	"651"	""	""	"1987"	""	""	""	"69"	""	"19"	""	""	""	"15"	""	""	"61"	""	""	""	"36"	""	""	""	""	"37"	""	""	"86"	""	""	"5523"	""	""	""	""	""	""	"5523"	""	"0"	""	""	""	""	""	""
"198"	"Till Last Round"	""	"20854"	""	""	"1057"	""	""	"7415"	""	""	"10737"	""	""	""	"884"	""	"207"	""	""	""	"163"	""	""	"501"	""	""	""	"453"	""	""	""	""	"387"	""	""	"1519"	""	""	"44177"	""	""	""	"0"	""	""	"44177"	""	"0"	""	""	""	""	""	""
"199"	"Grand Total"	""	"23338"	""	""	"1135"	""	""	"8066"	""	""	"12724"	""	""	""	"953"	""	"226"	""	""	""	"178"	""	""	"562"	""	""	""	"489"	""	""	""	""	"424"	""	""	"1605"	""	""	"49700"	""	""	""	"0"	""	""	"49700"	""	"0"	""	""	""	""	""	""
"200"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-10
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	"ANIL KUMAR"	""	""	""	"DAMYANTI DEVI"	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	""	""	"RAGHUNANDAN PRASAD"	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"205"	"121"	""	"61"	""	""	"7"	""	""	"144"	""	""	"129"	""	""	""	"2"	""	"0"	""	""	""	"0"	""	""	"2"	""	""	""	"6"	""	""	""	""	"1"	""	""	"63"	""	""	"415"	""	""	""	""	""	""	"415"	""	""	""	""	""	""	""	""
"206"	"122"	""	"316"	""	""	"3"	""	""	"19"	""	""	"43"	""	""	""	"0"	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	""	""	"0"	""	""	"9"	""	""	"394"	""	""	""	""	""	""	"394"	""	""	""	""	""	""	""	""
"207"	"123"	""	"273"	""	""	"9"	""	""	"118"	""	""	"61"	""	""	""	"6"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"6"	""	""	""	""	"0"	""	""	"8"	""	""	"481"	""	""	""	""	""	""	"481"	""	""	""	""	""	""	""	""
"208"	"124"	""	"71"	""	""	"35"	""	""	"160"	""	""	"234"	""	""	""	"8"	""	"2"	""	""	""	"3"	""	""	"16"	""	""	""	"9"	""	""	""	""	"8"	""	""	"10"	""	""	"556"	""	""	""	""	""	""	"556"	""	""	""	""	""	""	""	""
"209"	"125"	""	"170"	""	""	"5"	""	""	"199"	""	""	"99"	""	""	""	"10"	""	"2"	""	""	""	"1"	""	""	"13"	""	""	""	"9"	""	""	""	""	"1"	""	""	"8"	""	""	"517"	""	""	""	""	""	""	"517"	""	""	""	""	""	""	""	""
"210"	"126"	""	"302"	""	""	"3"	""	""	"0"	""	""	"69"	""	""	""	"1"	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"13"	""	""	"389"	""	""	""	""	""	""	"389"	""	""	""	""	""	""	""	""
"211"	"127"	""	"62"	""	""	"2"	""	""	"47"	""	""	"224"	""	""	""	"13"	""	"4"	""	""	""	"4"	""	""	"12"	""	""	""	"3"	""	""	""	""	"4"	""	""	"8"	""	""	"383"	""	""	""	""	""	""	"383"	""	""	""	""	""	""	""	""
"212"	"128"	""	"222"	""	""	"10"	""	""	"126"	""	""	"101"	""	""	""	"3"	""	"2"	""	""	""	"2"	""	""	"9"	""	""	""	"4"	""	""	""	""	"4"	""	""	"3"	""	""	"486"	""	""	""	""	""	""	"486"	""	""	""	""	""	""	""	""
"213"	"129"	""	"199"	""	""	"97"	""	""	"101"	""	""	"243"	""	""	""	"12"	""	"4"	""	""	""	"3"	""	""	"7"	""	""	""	"2"	""	""	""	""	"6"	""	""	"16"	""	""	"690"	""	""	""	""	""	""	"690"	""	""	""	""	""	""	""	""
"214"	"130"	""	"241"	""	""	"1"	""	""	"2"	""	""	"48"	""	""	""	"1"	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	"297"	""	""	""	""	""	""	"297"	""	""	""	""	""	""	""	""
"215"	"131"	""	"133"	""	""	"36"	""	""	"103"	""	""	"139"	""	""	""	"8"	""	"4"	""	""	""	"1"	""	""	"9"	""	""	""	"11"	""	""	""	""	"6"	""	""	"24"	""	""	"474"	""	""	""	""	""	""	"474"	""	""	""	""	""	""	""	""
"216"	"132"	""	"312"	""	""	"9"	""	""	"92"	""	""	"211"	""	""	""	"5"	""	"2"	""	""	""	"2"	""	""	"3"	""	""	""	"1"	""	""	""	""	"7"	""	""	"20"	""	""	"664"	""	""	""	""	""	""	"664"	""	""	""	""	""	""	""	""
"217"	"133"	""	"229"	""	""	"4"	""	""	"122"	""	""	"222"	""	""	""	"2"	""	"2"	""	""	""	"0"	""	""	"7"	""	""	""	"5"	""	""	""	""	"16"	""	""	"12"	""	""	"621"	""	""	""	""	""	""	"621"	""	""	""	""	""	""	""	""
"218"	"134"	""	"303"	""	""	"1"	""	""	"113"	""	""	"73"	""	""	""	"1"	""	"1"	""	""	""	"1"	""	""	"7"	""	""	""	"3"	""	""	""	""	"0"	""	""	"15"	""	""	"518"	""	""	""	""	""	""	"518"	""	""	""	""	""	""	""	""
"219"	"Total"	""	"2894"	""	""	"222"	""	""	"1346"	""	""	"1896"	""	""	""	"72"	""	"24"	""	""	""	"20"	""	""	"86"	""	""	""	"62"	""	""	""	""	"54"	""	""	"209"	""	""	"6885"	""	""	""	""	""	""	"6885"	""	"0"	""	""	""	""	""	""
"220"	"Till Last Round"	""	"23338"	""	""	"1135"	""	""	"8066"	""	""	"12724"	""	""	""	"953"	""	"226"	""	""	""	"178"	""	""	"562"	""	""	""	"489"	""	""	""	""	"424"	""	""	"1605"	""	""	"49700"	""	""	""	"0"	""	""	"49700"	""	"0"	""	""	""	""	""	""
"221"	"Grand Total"	""	"26232"	""	""	"1357"	""	""	"9412"	""	""	"14620"	""	""	""	"1025"	""	"250"	""	""	""	"198"	""	""	"648"	""	""	""	"551"	""	""	""	""	"478"	""	""	"1814"	""	""	"56585"	""	""	""	"0"	""	""	"56585"	""	"0"	""	""	""	""	""	""
"222"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-11
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	"ANIL KUMAR"	""	""	""	"DAMYANTI DEVI"	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	""	""	"RAGHUNANDAN PRASAD"	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"227"	"135"	""	"191"	""	""	"3"	""	""	"18"	""	""	"30"	""	""	""	"0"	""	"0"	""	""	""	"2"	""	""	"2"	""	""	""	"2"	""	""	""	""	"2"	""	""	"7"	""	""	"257"	""	""	""	""	""	""	"257"	""	""	""	""	""	""	""	""
"228"	"136"	""	"313"	""	""	"8"	""	""	"45"	""	""	"85"	""	""	""	"6"	""	"1"	""	""	""	"0"	""	""	"4"	""	""	""	"5"	""	""	""	""	"4"	""	""	"15"	""	""	"486"	""	""	""	""	""	""	"486"	""	""	""	""	""	""	""	""
"229"	"136A"	""	"110"	""	""	"4"	""	""	"119"	""	""	"56"	""	""	""	"3"	""	"1"	""	""	""	"4"	""	""	"13"	""	""	""	"3"	""	""	""	""	"4"	""	""	"10"	""	""	"327"	""	""	""	""	""	""	"327"	""	""	""	""	""	""	""	""
"230"	"137"	""	"295"	""	""	"16"	""	""	"6"	""	""	"152"	""	""	""	"3"	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	""	""	"4"	""	""	"8"	""	""	"487"	""	""	""	""	""	""	"487"	""	""	""	""	""	""	""	""
"231"	"138"	""	"139"	""	""	"3"	""	""	"63"	""	""	"149"	""	""	""	"3"	""	"0"	""	""	""	"3"	""	""	"8"	""	""	""	"6"	""	""	""	""	"3"	""	""	"7"	""	""	"384"	""	""	""	""	""	""	"384"	""	""	""	""	""	""	""	""
"232"	"139"	""	"250"	""	""	"1"	""	""	"21"	""	""	"46"	""	""	""	"2"	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	""	""	"1"	""	""	"7"	""	""	"332"	""	""	""	""	""	""	"332"	""	""	""	""	""	""	""	""
"233"	"140"	""	"132"	""	""	"6"	""	""	"73"	""	""	"145"	""	""	""	"5"	""	"1"	""	""	""	"2"	""	""	"2"	""	""	""	"3"	""	""	""	""	"5"	""	""	"8"	""	""	"382"	""	""	""	""	""	""	"382"	""	""	""	""	""	""	""	""
"234"	"141"	""	"311"	""	""	"5"	""	""	"14"	""	""	"62"	""	""	""	"2"	""	"1"	""	""	""	"2"	""	""	"2"	""	""	""	"3"	""	""	""	""	"2"	""	""	"8"	""	""	"412"	""	""	""	""	""	""	"412"	""	""	""	""	""	""	""	""
"235"	"141A"	""	"115"	""	""	"3"	""	""	"41"	""	""	"27"	""	""	""	"6"	""	"1"	""	""	""	"0"	""	""	"10"	""	""	""	"1"	""	""	""	""	"2"	""	""	"5"	""	""	"211"	""	""	""	""	""	""	"211"	""	""	""	""	""	""	""	""
"236"	"142"	""	"279"	""	""	"2"	""	""	"4"	""	""	"49"	""	""	""	"0"	""	"1"	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"5"	""	""	"341"	""	""	""	""	""	""	"341"	""	""	""	""	""	""	""	""
"237"	"143"	""	"46"	""	""	"64"	""	""	"135"	""	""	"58"	""	""	""	"5"	""	"1"	""	""	""	"1"	""	""	"11"	""	""	""	"4"	""	""	""	""	"2"	""	""	"13"	""	""	"340"	""	""	""	""	""	""	"340"	""	""	""	""	""	""	""	""
"238"	"144"	""	"78"	""	""	"3"	""	""	"299"	""	""	"44"	""	""	""	"4"	""	"0"	""	""	""	"1"	""	""	"8"	""	""	""	"5"	""	""	""	""	"1"	""	""	"2"	""	""	"445"	""	""	""	""	""	""	"445"	""	""	""	""	""	""	""	""
"239"	"145"	""	"30"	""	""	"21"	""	""	"72"	""	""	"365"	""	""	""	"7"	""	"4"	""	""	""	"2"	""	""	"0"	""	""	""	"4"	""	""	""	""	"2"	""	""	"13"	""	""	"520"	""	""	""	""	""	""	"520"	""	""	""	""	""	""	""	""
"240"	"146"	""	"197"	""	""	"6"	""	""	"6"	""	""	"61"	""	""	""	"3"	""	"2"	""	""	""	"1"	""	""	"3"	""	""	""	"0"	""	""	""	""	"3"	""	""	"36"	""	""	"318"	""	""	""	""	""	""	"318"	""	""	""	""	""	""	""	""
"241"	"Total"	""	"2486"	""	""	"145"	""	""	"916"	""	""	"1329"	""	""	""	"49"	""	"15"	""	""	""	"21"	""	""	"65"	""	""	""	"37"	""	""	""	""	"35"	""	""	"144"	""	""	"5242"	""	""	""	""	""	""	"5242"	""	"0"	""	""	""	""	""	""
"242"	"Till Last Round"	""	"26232"	""	""	"1357"	""	""	"9412"	""	""	"14620"	""	""	""	"1025"	""	"250"	""	""	""	"198"	""	""	"648"	""	""	""	"551"	""	""	""	""	"478"	""	""	"1814"	""	""	"56585"	""	""	""	"0"	""	""	"56585"	""	"0"	""	""	""	""	""	""
"243"	"Grand Total"	""	"28718"	""	""	"1502"	""	""	"10328"	""	""	"15949"	""	""	""	"1074"	""	"265"	""	""	""	"219"	""	""	"713"	""	""	""	"588"	""	""	""	""	"513"	""	""	"1958"	""	""	"61827"	""	""	""	"0"	""	""	"61827"	""	"0"	""	""	""	""	""	""
"244"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-12
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
